i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
-0.0635,0.166,0.2295,-0.0515,-0.1465,0.198,-0.0695,-0.0685,-0.0505,-0.041,0.017,0.0045,0.0155,0.0605,-0.0375
-0.044,0.177,0.2215,-0.067,-0.1325,0.199,-0.0685,-0.0695,-0.0515,-0.042,0.0175,0.0035,0.0145,0.0515,-0.037
-0.033,0.1855,0.219,-0.0765,-0.126,0.2025,-0.0645,-0.069,-0.05,-0.0385,0.018,0.003,0.015,0.0545,-0.039
-0.04,0.1845,0.225,-0.0725,-0.1325,0.205,-0.066,-0.07,-0.052,-0.04,0.0185,0.003,0.015,0.06,-0.039
-0.0525,0.18,0.2335,-0.064,-0.1425,0.2065,-0.072,-0.0695,-0.053,-0.041,0.019,0.006,0.0165,0.0675,-0.037
-0.0555,0.1915,0.247,-0.0685,-0.151,0.219,-0.064,-0.064,-0.046,-0.0315,0.0265,0.014,0.0165,0.0675,-0.04
-0.0295,0.212,0.242,-0.0915,-0.135,0.227,-0.0615,-0.0655,-0.046,-0.031,0.027,0.0165,0.0165,0.063,-0.0385
-0.0255,0.215,0.2405,-0.095,-0.1325,0.228,-0.0645,-0.0675,-0.0485,-0.0315,0.025,0.0155,0.0155,0.061,-0.0375
-0.0375,0.2075,0.2455,-0.085,-0.1415,0.2265,-0.0695,-0.072,-0.051,-0.0325,0.024,0.013,0.0155,0.067,-0.039
-0.039,0.2135,0.253,-0.0875,-0.146,0.2335,-0.0665,-0.071,-0.0515,-0.03,0.0285,0.018,0.016,0.0745,-0.039
-0.0355,0.222,0.2575,-0.0935,-0.1465,0.24,-0.0665,-0.073,-0.052,-0.0245,0.0335,0.02,0.016,0.0745,-0.041
-0.0435,0.2185,0.2625,-0.0875,-0.153,0.2405,-0.073,-0.0845,-0.059,-0.029,0.033,0.015,0.016,0.0805,-0.0445
-0.045,0.222,0.268,-0.089,-0.156,0.245,-0.071,-0.0795,-0.0595,-0.0295,0.037,0.017,0.016,0.083,-0.0455
-0.024,0.2375,0.262,-0.107,-0.143,0.25,-0.069,-0.0735,-0.0535,-0.0225,0.0455,0.0255,0.0175,0.086,-0.046
-0.027,0.234,0.262,-0.1035,-0.1445,0.248,-0.0705,-0.088,-0.06,-0.0275,0.0455,0.0255,0.015,0.0895,-0.0465
-0.0265,0.2335,0.2605,-0.1035,-0.1435,0.247,-0.074,-0.092,-0.064,-0.034,0.042,0.0225,0.013,0.0985,-0.046
-0.019,0.2345,0.254,-0.108,-0.1365,0.2445,-0.0735,-0.0905,-0.0645,-0.0405,0.039,0.021,0.012,0.1005,-0.0445
-0.0285,0.2255,0.2545,-0.099,-0.1415,0.24,-0.0755,-0.0935,-0.066,-0.042,0.036,0.017,0.0105,0.092,-0.0455
-0.029,0.2265,0.256,-0.099,-0.142,0.241,-0.075,-0.0895,-0.0605,-0.0355,0.0395,0.0175,0.01,0.0825,-0.048
-0.0215,0.2295,0.2515,-0.104,-0.1365,0.2405,-0.074,-0.0925,-0.063,-0.039,0.0385,0.019,0.0115,0.0825,-0.047
-0.026,0.229,0.2555,-0.102,-0.1405,0.242,-0.077,-0.0925,-0.065,-0.0405,0.0395,0.018,0.0115,0.0815,-0.044
-0.0435,0.22,0.2645,-0.0885,-0.154,0.2425,-0.077,-0.0925,-0.065,-0.042,0.039,0.0175,0.01,0.074,-0.0445
-0.0455,0.225,0.271,-0.09,-0.158,0.248,-0.0735,-0.0905,-0.0615,-0.0395,0.04,0.022,0.011,0.0835,-0.044
-0.0135,0.243,0.2575,-0.115,-0.135,0.25,-0.0745,-0.0905,-0.062,-0.0385,0.0395,0.0205,0.0115,0.08,-0.042
-0.0275,0.2105,0.2385,-0.0915,-0.1325,0.224,-0.094,-0.1095,-0.08,-0.054,0.021,0.003,0.011,0.081,-0.0405
-0.0315,0.2125,0.2445,-0.091,-0.1375,0.2285,-0.0895,-0.1055,-0.0745,-0.0455,0.0285,0.009,0.0115,0.083,-0.0415
-0.011,0.2505,0.262,-0.12,-0.1365,0.256,-0.076,-0.093,-0.0605,-0.029,0.043,0.0235,0.0115,0.0795,-0.0435
-0.036,0.242,0.2785,-0.103,-0.157,0.26,-0.076,-0.097,-0.0615,-0.0275,0.042,0.0205,0.009,0.085,-0.045
-0.0425,0.242,0.285,-0.1,-0.1635,0.264,-0.0765,-0.098,-0.0625,-0.026,0.042,0.02,0.0085,0.086,-0.047
-0.033,0.2435,0.277,-0.1055,-0.155,0.2605,-0.084,-0.1005,-0.0645,-0.029,0.0365,0.015,0.009,0.091,-0.0475
-0.03,0.242,0.273,-0.106,-0.151,0.2575,-0.084,-0.099,-0.065,-0.027,0.039,0.0145,0.0095,0.0945,-0.048
-0.025,0.2485,0.274,-0.112,-0.149,0.261,-0.0835,-0.0985,-0.0645,-0.026,0.0405,0.0175,0.0115,0.097,-0.049
-0.026,0.247,0.273,-0.111,-0.1495,0.26,-0.0845,-0.0995,-0.065,-0.0275,0.04,0.0165,0.0115,0.089,-0.0445
-0.027,0.2395,0.267,-0.1065,-0.1465,0.253,-0.082,-0.0985,-0.064,-0.025,0.04,0.018,0.0145,0.0865,-0.043
-0.0315,0.2385,0.2705,-0.1035,-0.151,0.2545,-0.078,-0.0945,-0.0585,-0.021,0.044,0.025,0.0165,0.084,-0.044
-0.0425,0.239,0.282,-0.0985,-0.162,0.2605,-0.0765,-0.094,-0.0585,-0.022,0.0455,0.028,0.0155,0.08,-0.043
-0.0045,0.2415,0.2465,-0.1185,-0.1255,0.244,-0.0865,-0.1035,-0.0665,-0.0285,0.0365,0.0185,0.016,0.0875,-0.044
0.002,0.2455,0.2435,-0.124,-0.1205,0.2445,-0.086,-0.1,-0.0655,-0.0255,0.0395,0.021,0.0155,0.0875,-0.044
-0.0355,0.2305,0.267,-0.0975,-0.151,0.249,-0.0815,-0.101,-0.068,-0.0225,0.043,0.0225,0.015,0.0835,-0.044
-0.0375,0.2235,0.2615,-0.0935,-0.149,0.2425,-0.085,-0.107,-0.0735,-0.0275,0.041,0.018,0.015,0.0885,-0.046
-0.053,0.2275,0.281,-0.0875,-0.1665,0.254,-0.0775,-0.095,-0.066,-0.0225,0.0485,0.0265,0.015,0.0945,-0.044
-0.0555,0.2315,0.2875,-0.0885,-0.171,0.2595,-0.0735,-0.0935,-0.0615,-0.015,0.0545,0.0335,0.018,0.088,-0.0435
-0.013,0.241,0.255,-0.1145,-0.134,0.248,-0.085,-0.1085,-0.0725,-0.0245,0.0485,0.026,0.022,0.092,-0.045
-0.0075,0.2435,0.2515,-0.1185,-0.1295,0.2475,-0.0905,-0.112,-0.0775,-0.0295,0.0455,0.022,0.023,0.0985,-0.0445
-0.0275,0.2395,0.2675,-0.106,-0.147,0.2535,-0.083,-0.1065,-0.075,-0.0295,0.0485,0.0265,0.0215,0.0835,-0.044
-0.0325,0.237,0.27,-0.1025,-0.151,0.2535,-0.079,-0.103,-0.0695,-0.0265,0.0535,0.03,0.021,0.0815,-0.0425
-0.036,0.2465,0.283,-0.1055,-0.1595,0.265,-0.0795,-0.1025,-0.0645,-0.0185,0.0585,0.0335,0.0205,0.094,-0.0465
-0.0335,0.2495,0.2835,-0.1085,-0.158,0.2665,-0.0815,-0.109,-0.07,-0.019,0.059,0.031,0.021,0.093,-0.049
-0.0285,0.257,0.286,-0.1145,-0.157,0.2715,-0.0845,-0.111,-0.0695,-0.015,0.0635,0.0325,0.021,0.0975,-0.051
-0.0245,0.2605,0.2855,-0.1185,-0.155,0.273,-0.089,-0.1135,-0.07,-0.013,0.064,0.031,0.0205,0.1005,-0.053
-0.02,0.264,0.2845,-0.1225,-0.152,0.2745,-0.087,-0.114,-0.0685,-0.0155,0.0645,0.0315,0.0205,0.1065,-0.053
-0.0125,0.2725,0.286,-0.13,-0.149,0.279,-0.085,-0.1115,-0.0675,-0.0185,0.063,0.032,0.0205,0.1115,-0.053
-0.0315,0.252,0.284,-0.1105,-0.1575,0.268,-0.092,-0.1195,-0.076,-0.031,0.0545,0.0245,0.021,0.1085,-0.0515
-0.051,0.238,0.2895,-0.094,-0.17,0.2635,-0.095,-0.1215,-0.0775,-0.037,0.05,0.0245,0.0205,0.115,-0.051
-0.0225,0.2655,0.288,-0.1215,-0.155,0.2765,-0.084,-0.1095,-0.0665,-0.03,0.056,0.0335,0.0205,0.113,-0.049
0.007,0.293,0.287,-0.15,-0.14,0.29,-0.0735,-0.103,-0.059,-0.024,0.0645,0.0425,0.02,0.1125,-0.0485
-0.002,0.281,0.2835,-0.14,-0.1425,0.282,-0.074,-0.1055,-0.06,-0.024,0.06,0.04,0.0205,0.1105,-0.049
-0.019,0.262,0.2815,-0.1215,-0.15,0.2715,-0.0795,-0.111,-0.064,-0.0275,0.053,0.0335,0.0215,0.117,-0.049
-0.024,0.258,0.282,-0.117,-0.153,0.27,-0.081,-0.1135,-0.0625,-0.0225,0.0535,0.0355,0.024,0.1315,-0.053
-0.0135,0.274,0.288,-0.1305,-0.1505,0.281,-0.0705,-0.108,-0.0555,-0.012,0.0605,0.0425,0.0265,0.134,-0.0585
-0.0125,0.2755,0.2885,-0.132,-0.15,0.282,-0.0735,-0.1085,-0.0565,-0.011,0.061,0.0425,0.0255,0.1265,-0.061
0.01,0.292,0.2825,-0.1515,-0.136,0.2875,-0.0735,-0.1045,-0.0525,-0.0055,0.066,0.0475,0.0255,0.127,-0.066
0.0205,0.3075,0.2875,-0.1645,-0.133,0.2975,-0.0695,-0.102,-0.051,-0.004,0.0685,0.053,0.0255,0.1365,-0.072
-0.0135,0.285,0.299,-0.136,-0.156,0.292,-0.075,-0.1075,-0.0565,-0.0105,0.062,0.046,0.025,0.1465,-0.077
-0.013,0.296,0.3095,-0.142,-0.161,0.303,-0.0705,-0.109,-0.0535,-0.005,0.0685,0.049,0.0245,0.1535,-0.0815
-0.0115,0.31,0.322,-0.1495,-0.1665,0.316,-0.064,-0.109,-0.0485,0.0045,0.078,0.058,0.021,0.1505,-0.0835
-0.0235,0.3125,0.3365,-0.1445,-0.1795,0.3245,-0.0595,-0.1065,-0.0465,0.0075,0.0825,0.0625,0.02,0.1575,-0.0835
-0.028,0.308,0.3365,-0.14,-0.182,0.3225,-0.0625,-0.111,-0.054,0.0015,0.0785,0.059,0.0195,0.167,-0.0865
-0.0225,0.323,0.346,-0.1505,-0.184,0.3345,-0.0555,-0.105,-0.0475,0.0075,0.0875,0.0635,0.019,0.1745,-0.09
-0.031,0.3295,0.361,-0.1495,-0.1955,0.345,-0.0545,-0.104,-0.041,0.0145,0.0955,0.0675,0.0185,0.1805,-0.0925
0.0055,0.3535,0.3485,-0.1795,-0.1715,0.351,-0.0525,-0.102,-0.036,0.022,0.104,0.073,0.0195,0.184,-0.0965
0.038,0.391,0.3535,-0.215,-0.1575,0.372,-0.0345,-0.087,-0.024,0.0355,0.1195,0.0865,0.021,0.188,-0.098
-0.022,0.3485,0.3705,-0.1635,-0.196,0.3595,-0.0385,-0.0965,-0.0355,0.021,0.1065,0.0735,0.0145,0.189,-0.097
-0.031,0.326,0.3575,-0.148,-0.194,0.342,-0.048,-0.1055,-0.046,0.0105,0.0955,0.063,0.013,0.193,-0.0995
-0.032,0.32,0.3525,-0.144,-0.192,0.336,-0.0555,-0.1115,-0.053,0.0035,0.0875,0.0585,0.0125,0.204,-0.101
-0.0295,0.3205,0.3505,-0.146,-0.1895,0.3355,-0.0555,-0.115,-0.056,-0.0005,0.0815,0.0575,0.011,0.2045,-0.1015
-0.009,0.3325,0.342,-0.162,-0.175,0.337,-0.052,-0.115,-0.0535,0.003,0.0805,0.0605,0.0105,0.1985,-0.1035
-0.011,0.333,0.3445,-0.1615,-0.1775,0.3385,-0.0485,-0.1125,-0.051,0.004,0.081,0.062,0.0085,0.2115,-0.105
-0.0165,0.3405,0.3575,-0.1625,-0.1865,0.349,-0.0395,-0.104,-0.043,0.011,0.089,0.0705,0.008,0.219,-0.1065
-0.0055,0.3505,0.3565,-0.173,-0.181,0.3535,-0.0445,-0.1075,-0.042,0.013,0.0905,0.0715,0.008,0.213,-0.109
0.014,0.359,0.3455,-0.187,-0.1655,0.3525,-0.0465,-0.1075,-0.041,0.0155,0.0915,0.071,0.0075,0.217,-0.1105
0.0125,0.365,0.353,-0.189,-0.17,0.359,-0.0405,-0.099,-0.033,0.025,0.0995,0.078,0.009,0.219,-0.109
0.0225,0.3655,0.344,-0.1945,-0.1605,0.3545,-0.0475,-0.1035,-0.0355,0.0255,0.0985,0.077,0.015,0.2215,-0.1085
0.019,0.364,0.345,-0.192,-0.1625,0.3545,-0.055,-0.11,-0.039,0.0235,0.097,0.0745,0.017,0.2215,-0.1065
0.0295,0.388,0.359,-0.209,-0.1645,0.373,-0.056,-0.1015,-0.027,0.039,0.113,0.0885,0.0225,0.2175,-0.1075
-0.0025,0.3655,0.3685,-0.182,-0.185,0.367,-0.063,-0.103,-0.026,0.0395,0.1135,0.0875,0.0255,0.2145,-0.108
-0.018,0.3525,0.371,-0.1675,-0.1945,0.362,-0.0745,-0.1085,-0.0305,0.034,0.108,0.083,0.0245,0.211,-0.1055
0.0135,0.374,0.361,-0.194,-0.1735,0.3675,-0.084,-0.1105,-0.0305,0.034,0.1105,0.087,0.027,0.211,-0.1025
0.008,0.369,0.3615,-0.189,-0.1765,0.365,-0.096,-0.1195,-0.0355,0.0295,0.1055,0.0815,0.027,0.213,-0.1015
0.0,0.3585,0.359,-0.1795,-0.1795,0.359,-0.112,-0.128,-0.041,0.024,0.099,0.0765,0.0275,0.215,-0.0985
-0.012,0.3555,0.368,-0.172,-0.1895,0.3615,-0.129,-0.1335,-0.0425,0.021,0.0985,0.0785,0.03,0.2125,-0.095
0.0065,0.368,0.362,-0.1875,-0.1775,0.365,-0.1425,-0.138,-0.0435,0.023,0.0995,0.0815,0.0335,0.2055,-0.0945
0.0145,0.3675,0.3535,-0.191,-0.169,0.3605,-0.1495,-0.142,-0.0445,0.0205,0.0995,0.08,0.034,0.1995,-0.089
0.025,0.372,0.3475,-0.199,-0.161,0.3595,-0.1545,-0.1385,-0.043,0.023,0.1015,0.081,0.035,0.2095,-0.086
0.038,0.3745,0.337,-0.2065,-0.149,0.3555,-0.1595,-0.141,-0.0435,0.023,0.1015,0.081,0.037,0.2065,-0.082
0.028,0.3735,0.346,-0.201,-0.159,0.3595,-0.1635,-0.1425,-0.0435,0.0245,0.1075,0.087,0.0395,0.2015,-0.077
0.041,0.3795,0.339,-0.2105,-0.149,0.359,-0.169,-0.142,-0.048,0.024,0.109,0.09,0.0435,0.2005,-0.0705
0.05,0.3745,0.325,-0.2125,-0.1375,0.35,-0.1775,-0.1445,-0.05,0.021,0.104,0.0875,0.046,0.1975,-0.0645
0.0535,0.3695,0.316,-0.212,-0.131,0.343,-0.1805,-0.1455,-0.0485,0.024,0.1035,0.0875,0.051,0.1955,-0.065
0.056,0.361,0.306,-0.2085,-0.125,0.3335,-0.1875,-0.1485,-0.0485,0.0265,0.1,0.084,0.057,0.1935,-0.0625
0.06,0.3615,0.3025,-0.211,-0.121,0.332,-0.1905,-0.1495,-0.047,0.028,0.1,0.086,0.0585,0.2025,-0.058
0.066,0.3715,0.3055,-0.219,-0.1195,0.3385,-0.1875,-0.149,-0.046,0.024,0.1005,0.0875,0.057,0.196,-0.057
0.0745,0.381,0.307,-0.228,-0.116,0.344,-0.1815,-0.1425,-0.0435,0.025,0.102,0.091,0.057,0.192,-0.058
0.065,0.3805,0.316,-0.223,-0.1255,0.348,-0.177,-0.1405,-0.0425,0.026,0.105,0.0945,0.0565,0.195,-0.054
0.0555,0.3755,0.3205,-0.2155,-0.132,0.348,-0.179,-0.14,-0.042,0.031,0.1075,0.0945,0.06,0.1955,-0.057
0.057,0.376,0.3195,-0.217,-0.131,0.3475,-0.1745,-0.1395,-0.0425,0.0375,0.1115,0.0975,0.0605,0.195,-0.056
0.044,0.3725,0.329,-0.2085,-0.142,0.3505,-0.1815,-0.1475,-0.0495,0.0335,0.1095,0.0965,0.0605,0.197,-0.0505
0.037,0.369,0.332,-0.203,-0.1475,0.3505,-0.186,-0.156,-0.055,0.0305,0.108,0.0935,0.0625,0.2035,-0.0505
0.039,0.3735,0.3345,-0.2065,-0.1475,0.354,-0.187,-0.1645,-0.061,0.027,0.107,0.0925,0.0595,0.2035,-0.0485
0.037,0.379,0.3425,-0.2085,-0.1525,0.361,-0.189,-0.165,-0.064,0.0255,0.108,0.0975,0.0595,0.206,-0.046
0.0405,0.3795,0.34,-0.2105,-0.1495,0.36,-0.189,-0.168,-0.067,0.023,0.108,0.099,0.063,0.2045,-0.042
0.044,0.381,0.3375,-0.213,-0.1465,0.3595,-0.1915,-0.17,-0.0725,0.0185,0.106,0.0955,0.0615,0.2125,-0.041
0.033,0.381,0.3485,-0.2075,-0.1575,0.3645,-0.191,-0.1685,-0.0725,0.0205,0.1115,0.099,0.0575,0.2235,-0.0425
0.022,0.37,0.3485,-0.196,-0.163,0.359,-0.1915,-0.174,-0.0765,0.018,0.112,0.098,0.055,0.218,-0.0465
0.008,0.3595,0.3515,-0.184,-0.1715,0.3555,-0.19,-0.18,-0.0855,0.0145,0.1115,0.0935,0.05,0.219,-0.049
0.008,0.3655,0.358,-0.187,-0.175,0.362,-0.185,-0.1835,-0.09,0.0095,0.112,0.093,0.044,0.2255,-0.0495
0.013,0.369,0.3565,-0.191,-0.1715,0.3625,-0.184,-0.187,-0.0925,0.006,0.1125,0.0925,0.043,0.2205,-0.052
0.021,0.374,0.353,-0.198,-0.166,0.3635,-0.187,-0.188,-0.094,0.0075,0.1165,0.0965,0.045,0.225,-0.0535
0.0375,0.3785,0.3415,-0.208,-0.1515,0.36,-0.1875,-0.1845,-0.093,0.008,0.121,0.0995,0.0495,0.225,-0.0525
0.045,0.3785,0.334,-0.2115,-0.1445,0.3565,-0.188,-0.1815,-0.0875,0.0145,0.1285,0.103,0.0575,0.213,-0.0495
0.053,0.3855,0.3335,-0.2195,-0.14,0.3595,-0.1835,-0.174,-0.083,0.0195,0.1345,0.1085,0.0625,0.208,-0.0455
0.0465,0.374,0.328,-0.2105,-0.1405,0.351,-0.187,-0.175,-0.086,0.0155,0.131,0.1045,0.064,0.2085,-0.04
0.0295,0.3495,0.32,-0.19,-0.145,0.335,-0.196,-0.1835,-0.094,0.0035,0.119,0.093,0.0635,0.2095,-0.038
0.028,0.348,0.3205,-0.1885,-0.146,0.334,-0.1975,-0.187,-0.0985,-0.0065,0.1115,0.089,0.062,0.2025,-0.035
0.039,0.354,0.3155,-0.197,-0.138,0.3345,-0.192,-0.1855,-0.094,-0.0075,0.108,0.089,0.063,0.1985,-0.0315
0.0365,0.348,0.312,-0.1925,-0.1375,0.33,-0.1905,-0.181,-0.092,-0.0075,0.1035,0.0865,0.0635,0.1925,-0.03
0.032,0.3455,0.314,-0.189,-0.1405,0.3295,-0.195,-0.181,-0.093,-0.008,0.102,0.0865,0.065,0.187,-0.0255
0.0375,0.348,0.311,-0.193,-0.1365,0.3295,-0.1915,-0.18,-0.094,-0.0125,0.096,0.0845,0.0665,0.1915,-0.023
0.035,0.3515,0.317,-0.1935,-0.141,0.3345,-0.1905,-0.173,-0.0915,-0.0095,0.0925,0.0845,0.069,0.2005,-0.0225
0.0295,0.35,0.321,-0.19,-0.1455,0.3355,-0.19,-0.1725,-0.0895,-0.0045,0.09,0.084,0.071,0.2015,-0.0235
0.034,0.356,0.323,-0.195,-0.1445,0.3395,-0.181,-0.1725,-0.09,-0.001,0.087,0.083,0.0685,0.1935,-0.0255
0.031,0.3545,0.324,-0.193,-0.146,0.339,-0.175,-0.17,-0.0865,0.003,0.0865,0.0825,0.067,0.185,-0.027
0.0095,0.337,0.3275,-0.1735,-0.159,0.3325,-0.169,-0.171,-0.0875,0.0005,0.084,0.078,0.063,0.188,-0.0285
0.012,0.3305,0.3185,-0.1715,-0.153,0.3245,-0.1635,-0.17,-0.0885,-0.0025,0.0815,0.0755,0.06,0.194,-0.031
0.026,0.3295,0.304,-0.178,-0.1385,0.3165,-0.1585,-0.163,-0.087,-0.0065,0.0765,0.071,0.0555,0.19,-0.031
0.0145,0.3325,0.3185,-0.174,-0.1515,0.3255,-0.145,-0.1495,-0.0785,-0.002,0.0785,0.077,0.053,0.1895,-0.029
0.0105,0.3265,0.3165,-0.1685,-0.153,0.3215,-0.142,-0.146,-0.0765,-0.0015,0.077,0.078,0.0555,0.1825,-0.029
-0.003,0.3025,0.306,-0.15,-0.154,0.304,-0.1475,-0.155,-0.088,-0.012,0.0685,0.07,0.0545,0.1805,-0.0275
-0.015,0.2855,0.301,-0.1355,-0.1575,0.293,-0.154,-0.1645,-0.0965,-0.0205,0.0605,0.0645,0.053,0.1805,-0.0215
0.0045,0.3,0.2965,-0.1525,-0.1455,0.298,-0.1455,-0.1575,-0.0915,-0.0165,0.0625,0.067,0.0505,0.1635,-0.0185
0.0015,0.3005,0.3,-0.1515,-0.149,0.3,-0.138,-0.1555,-0.09,-0.0165,0.0595,0.0635,0.0455,0.153,-0.0165
-0.023,0.269,0.2925,-0.123,-0.1575,0.2805,-0.1435,-0.1605,-0.102,-0.0315,0.0415,0.0465,0.042,0.143,-0.0155
-0.031,0.258,0.289,-0.1135,-0.1595,0.2735,-0.1395,-0.155,-0.1035,-0.0325,0.037,0.044,0.043,0.132,-0.021
-0.033,0.2535,0.2875,-0.1105,-0.16,0.2705,-0.14,-0.155,-0.1015,-0.0285,0.034,0.039,0.042,0.131,-0.025
-0.046,0.2545,0.301,-0.1045,-0.173,0.278,-0.1325,-0.1455,-0.093,-0.0205,0.0395,0.0415,0.04,0.127,-0.0275
-0.0195,0.2555,0.2755,-0.118,-0.1475,0.2655,-0.134,-0.1495,-0.0985,-0.0255,0.035,0.036,0.0395,0.1215,-0.0285
-0.008,0.2575,0.266,-0.125,-0.137,0.262,-0.136,-0.152,-0.1065,-0.0315,0.0335,0.032,0.0375,0.111,-0.0285
-0.0305,0.265,0.296,-0.1175,-0.163,0.2805,-0.1275,-0.144,-0.103,-0.0275,0.0445,0.0425,0.035,0.1095,-0.026
-0.052,0.2515,0.304,-0.1,-0.178,0.278,-0.135,-0.1545,-0.1115,-0.032,0.0405,0.0385,0.036,0.1115,-0.024
-0.055,0.2665,0.322,-0.106,-0.1885,0.2945,-0.1255,-0.1505,-0.1055,-0.0215,0.054,0.0475,0.0345,0.111,-0.027
-0.022,0.2785,0.301,-0.1285,-0.161,0.2895,-0.127,-0.1525,-0.1085,-0.0245,0.0505,0.041,0.0305,0.117,-0.0295
-0.0585,0.251,0.31,-0.0965,-0.184,0.2805,-0.133,-0.158,-0.1155,-0.0305,0.0455,0.0345,0.032,0.117,-0.034
-0.0615,0.2405,0.303,-0.09,-0.182,0.2715,-0.137,-0.1615,-0.1225,-0.038,0.0435,0.0265,0.0305,0.109,-0.0365
-0.053,0.2285,0.282,-0.088,-0.167,0.255,-0.141,-0.164,-0.1285,-0.047,0.0375,0.0175,0.028,0.1025,-0.0365
-0.0845,0.227,0.312,-0.0715,-0.198,0.2695,-0.1255,-0.1535,-0.1165,-0.0365,0.0505,0.03,0.026,0.1005,-0.0345
-0.0645,0.2395,0.3045,-0.088,-0.1845,0.272,-0.1215,-0.1495,-0.1165,-0.039,0.05,0.03,0.024,0.104,-0.0335
-0.0565,0.2335,0.2905,-0.0885,-0.173,0.262,-0.1255,-0.1525,-0.122,-0.0485,0.0435,0.024,0.025,0.102,-0.033
-0.04,0.2285,0.269,-0.0945,-0.1545,0.2485,-0.133,-0.161,-0.128,-0.0545,0.037,0.0185,0.028,0.106,-0.0325
-0.025,0.228,0.254,-0.102,-0.1395,0.241,-0.1345,-0.157,-0.128,-0.056,0.033,0.0165,0.029,0.1035,-0.0335
-0.028,0.229,0.2575,-0.101,-0.1425,0.2435,-0.1285,-0.1535,-0.1235,-0.0545,0.0305,0.016,0.026,0.0895,-0.032
-0.0325,0.2255,0.2585,-0.097,-0.145,0.242,-0.126,-0.154,-0.1215,-0.0535,0.028,0.016,0.0235,0.091,-0.0285
-0.0415,0.2145,0.257,-0.0865,-0.149,0.2355,-0.127,-0.153,-0.1225,-0.057,0.026,0.0155,0.0245,0.081,-0.0245
-0.045,0.212,0.2575,-0.084,-0.151,0.235,-0.126,-0.151,-0.121,-0.0565,0.0265,0.0155,0.025,0.078,-0.027
-0.0505,0.2075,0.2585,-0.079,-0.1545,0.2335,-0.1295,-0.151,-0.1225,-0.0555,0.0255,0.0125,0.0265,0.077,-0.0275
-0.051,0.202,0.2535,-0.0755,-0.152,0.228,-0.1335,-0.158,-0.128,-0.059,0.023,0.007,0.0265,0.0715,-0.0275
-0.0515,0.2035,0.2555,-0.0765,-0.153,0.2295,-0.1275,-0.157,-0.1245,-0.0515,0.03,0.0115,0.027,0.079,-0.0295
-0.0595,0.2,0.26,-0.0705,-0.1595,0.23,-0.1275,-0.156,-0.124,-0.05,0.0295,0.012,0.027,0.0775,-0.025
-0.067,0.197,0.2645,-0.0655,-0.1655,0.231,-0.1255,-0.1565,-0.127,-0.054,0.025,0.012,0.0245,0.073,-0.0225
-0.065,0.199,0.2645,-0.0675,-0.1645,0.232,-0.1235,-0.1585,-0.129,-0.053,0.0255,0.013,0.024,0.075,-0.0245
-0.0625,0.2,0.263,-0.069,-0.1625,0.2315,-0.1275,-0.16,-0.1265,-0.049,0.027,0.0135,0.025,0.0795,-0.025
-0.059,0.204,0.2635,-0.073,-0.161,0.234,-0.13,-0.1565,-0.1215,-0.0435,0.0305,0.0165,0.028,0.0855,-0.026
-0.059,0.2045,0.264,-0.073,-0.161,0.234,-0.1285,-0.158,-0.1245,-0.046,0.0305,0.016,0.0285,0.0845,-0.0255
-0.063,0.202,0.2655,-0.0695,-0.164,0.2335,-0.1255,-0.158,-0.1295,-0.052,0.032,0.0175,0.028,0.078,-0.022
-0.063,0.198,0.2615,-0.068,-0.162,0.2295,-0.1225,-0.1535,-0.129,-0.0555,0.0345,0.02,0.0265,0.078,-0.022
-0.0655,0.194,0.26,-0.0645,-0.1625,0.227,-0.1205,-0.1535,-0.128,-0.0555,0.035,0.02,0.0225,0.0835,-0.0225
-0.0555,0.2005,0.256,-0.0725,-0.1555,0.2285,-0.123,-0.1555,-0.1275,-0.055,0.035,0.022,0.023,0.081,-0.024
-0.04,0.205,0.2455,-0.0825,-0.1425,0.225,-0.126,-0.1575,-0.1295,-0.056,0.033,0.021,0.0235,0.0755,-0.023
-0.04,0.202,0.2425,-0.0815,-0.141,0.2225,-0.1265,-0.158,-0.1315,-0.054,0.032,0.0205,0.0265,0.074,-0.022
-0.0445,0.201,0.2465,-0.0785,-0.145,0.224,-0.127,-0.1575,-0.1305,-0.052,0.0325,0.022,0.029,0.072,-0.024
-0.0415,0.2075,0.2495,-0.083,-0.1455,0.2285,-0.125,-0.153,-0.127,-0.051,0.0325,0.0235,0.029,0.07,-0.024
-0.0395,0.2115,0.2515,-0.086,-0.145,0.2315,-0.1215,-0.1485,-0.124,-0.05,0.0355,0.0255,0.0285,0.067,-0.023
-0.033,0.2185,0.2525,-0.093,-0.1425,0.2355,-0.1165,-0.145,-0.1215,-0.049,0.0405,0.029,0.0275,0.0745,-0.023
-0.0315,0.214,0.2455,-0.0915,-0.1385,0.23,-0.1185,-0.1475,-0.12,-0.0465,0.0415,0.028,0.0285,0.0735,-0.025
-0.0435,0.202,0.246,-0.0795,-0.1445,0.224,-0.127,-0.157,-0.1255,-0.0505,0.0355,0.018,0.027,0.066,-0.0235
-0.0495,0.1945,0.2445,-0.073,-0.1465,0.2195,-0.1275,-0.1555,-0.13,-0.056,0.029,0.0125,0.025,0.0665,-0.0215
-0.0495,0.1925,0.2425,-0.0715,-0.146,0.217,-0.125,-0.1535,-0.127,-0.0525,0.0325,0.0155,0.025,0.0625,-0.0245
