Time (s),i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
27.981,-0.0505,-0.3105,-0.26,0.1805,0.105,-0.2855,0.104,0.1835,0.0435,-0.099,-0.2765,-0.2145,-0.314,-0.1055,-0.016
27.982,-0.025,-0.3235,-0.298,0.174,0.137,-0.3105,0.088,0.1655,0.0255,-0.1145,-0.2935,-0.232,-0.315,-0.1045,-0.011
27.983,-0.0055,-0.297,-0.291,0.151,0.143,-0.294,0.084,0.16,0.0195,-0.1195,-0.298,-0.2355,-0.3135,-0.094,-0.015
27.984,-0.0075,-0.293,-0.285,0.15,0.139,-0.289,0.0865,0.163,0.0235,-0.1135,-0.29,-0.226,-0.3095,-0.0925,-0.018
27.985,-0.0415,-0.3045,-0.2625,0.1725,0.111,-0.2835,0.0935,0.171,0.0295,-0.105,-0.28,-0.2165,-0.3105,-0.106,-0.0225
27.986,-0.053,-0.295,-0.242,0.174,0.0945,-0.2685,0.0925,0.1675,0.0275,-0.107,-0.2805,-0.2175,-0.312,-0.1205,-0.0255
27.987,-0.051,-0.2955,-0.2445,0.173,0.097,-0.27,0.096,0.169,0.0305,-0.101,-0.2745,-0.2115,-0.313,-0.1215,-0.024
27.988,-0.036,-0.301,-0.265,0.1685,0.1145,-0.283,0.0905,0.163,0.023,-0.106,-0.2785,-0.216,-0.3115,-0.126,-0.0335
27.989,-0.023,-0.295,-0.272,0.1585,0.125,-0.2835,0.0825,0.1545,0.017,-0.1115,-0.282,-0.221,-0.308,-0.129,-0.041
27.99,-0.012,-0.284,-0.272,0.148,0.1305,-0.2785,0.0835,0.1555,0.0175,-0.107,-0.2775,-0.2155,-0.3045,-0.1305,-0.0455
27.991,0.0,-0.273,-0.273,0.1365,0.1365,-0.273,0.0845,0.1565,0.0155,-0.1065,-0.276,-0.214,-0.305,-0.1285,-0.044
27.992,-0.0095,-0.278,-0.2685,0.1435,0.13,-0.273,0.0925,0.161,0.0235,-0.099,-0.268,-0.2065,-0.3035,-0.119,-0.028
27.993,0.001,-0.269,-0.2695,0.1335,0.1355,-0.269,0.087,0.1575,0.0205,-0.1005,-0.2685,-0.2075,-0.2975,-0.1165,-0.025
27.994,-0.001,-0.254,-0.253,0.127,0.1265,-0.2535,0.085,0.156,0.0195,-0.101,-0.268,-0.2085,-0.297,-0.114,-0.0365
27.995,-0.022,-0.261,-0.239,0.141,0.109,-0.25,0.0875,0.156,0.022,-0.0975,-0.2655,-0.204,-0.2955,-0.116,-0.0525
27.996,-0.0375,-0.2765,-0.239,0.1565,0.101,-0.2575,0.087,0.1525,0.0215,-0.0985,-0.2655,-0.2055,-0.2965,-0.113,-0.0535
27.997,-0.0475,-0.2995,-0.252,0.173,0.1025,-0.2755,0.09,0.1535,0.023,-0.101,-0.2665,-0.207,-0.297,-0.116,-0.044
27.998,-0.0395,-0.3055,-0.266,0.172,0.1135,-0.2855,0.091,0.1535,0.0205,-0.1025,-0.2675,-0.207,-0.298,-0.129,-0.0425
27.999,-0.0255,-0.301,-0.275,0.163,0.125,-0.288,0.0915,0.151,0.019,-0.1005,-0.267,-0.2065,-0.297,-0.1315,-0.032
28.0,-0.018,-0.2895,-0.2715,0.1535,0.127,-0.2805,0.087,0.1475,0.0155,-0.1055,-0.27,-0.2085,-0.2935,-0.112,-0.012
28.001,-0.0185,-0.2865,-0.268,0.1525,0.125,-0.2775,0.0885,0.147,0.0195,-0.102,-0.2655,-0.205,-0.296,-0.105,-0.01
28.002,-0.0175,-0.285,-0.2675,0.151,0.125,-0.2765,0.088,0.145,0.018,-0.1015,-0.265,-0.204,-0.297,-0.1035,-0.0105
28.003,-0.022,-0.279,-0.2575,0.1505,0.118,-0.2685,0.08,0.137,0.007,-0.112,-0.2725,-0.2135,-0.298,-0.0845,-0.01
28.004,-0.0185,-0.2725,-0.254,0.1455,0.1175,-0.263,0.069,0.1275,-0.004,-0.119,-0.281,-0.221,-0.3,-0.0875,-0.014
28.005,-0.0235,-0.2775,-0.254,0.1505,0.1155,-0.266,0.0675,0.128,-0.004,-0.1185,-0.279,-0.2185,-0.2995,-0.1025,-0.03
28.006,-0.049,-0.2795,-0.231,0.164,0.0915,-0.2555,0.08,0.142,0.011,-0.1035,-0.2645,-0.204,-0.3005,-0.1045,-0.041
28.007,-0.064,-0.2525,-0.1885,0.158,0.0625,-0.2205,0.089,0.1535,0.0235,-0.088,-0.251,-0.1885,-0.2975,-0.092,-0.035
28.008,-0.072,-0.256,-0.1845,0.1635,0.0565,-0.22,0.098,0.1615,0.0345,-0.078,-0.2395,-0.177,-0.292,-0.0935,-0.0395
28.009,-0.0375,-0.2605,-0.2235,0.1485,0.0935,-0.242,0.0895,0.1485,0.0235,-0.091,-0.251,-0.1865,-0.296,-0.1,-0.037
28.01,0.0005,-0.257,-0.2575,0.128,0.129,-0.257,0.061,0.124,-0.004,-0.119,-0.2765,-0.2135,-0.298,-0.0935,-0.0285
28.011,-0.008,-0.266,-0.2575,0.137,0.125,-0.262,0.0545,0.118,-0.0115,-0.1245,-0.2805,-0.218,-0.296,-0.086,-0.0235
28.012,-0.01,-0.2645,-0.2545,0.137,0.1225,-0.2595,0.0645,0.1255,-0.005,-0.1145,-0.27,-0.207,-0.291,-0.092,-0.0115
28.013,-0.007,-0.2485,-0.241,0.1275,0.1175,-0.245,0.0645,0.1275,-0.0025,-0.111,-0.268,-0.2055,-0.285,-0.0905,-0.003
28.014,-0.019,-0.2465,-0.227,0.1325,0.104,-0.237,0.0725,0.1315,0.0015,-0.106,-0.264,-0.1985,-0.2975,-0.0895,-0.003
28.015,-0.0325,-0.2535,-0.2205,0.143,0.094,-0.237,0.0915,0.1475,0.0195,-0.0905,-0.245,-0.1825,-0.2995,-0.0975,0.008
28.016,-0.031,-0.2575,-0.226,0.144,0.0975,-0.242,0.098,0.1475,0.025,-0.0855,-0.2405,-0.177,-0.292,-0.0925,0.018
28.017,-0.029,-0.267,-0.238,0.1475,0.105,-0.2525,0.093,0.146,0.019,-0.0905,-0.2475,-0.184,-0.295,-0.0795,0.017
28.018,-0.0175,-0.276,-0.2585,0.1465,0.1205,-0.267,0.084,0.146,0.014,-0.0965,-0.2535,-0.1905,-0.2955,-0.0755,0.0155
28.019,-0.008,-0.29,-0.282,0.149,0.137,-0.286,0.0775,0.1385,0.007,-0.102,-0.259,-0.196,-0.2965,-0.0975,-0.005
28.02,-0.023,-0.2905,-0.268,0.1565,0.123,-0.2795,0.0715,0.1305,0.004,-0.107,-0.263,-0.2025,-0.297,-0.1005,-0.0225
28.021,-0.0265,-0.2825,-0.2565,0.154,0.1155,-0.2695,0.0725,0.127,0.0045,-0.109,-0.264,-0.203,-0.2975,-0.084,-0.0265
28.022,-0.014,-0.2675,-0.2535,0.1405,0.12,-0.2605,0.0745,0.1295,0.0065,-0.106,-0.2615,-0.1995,-0.2965,-0.0875,-0.0365
28.023,-0.0135,-0.2665,-0.253,0.14,0.1195,-0.2595,0.0745,0.1295,0.008,-0.102,-0.259,-0.1975,-0.295,-0.094,-0.0355
28.024,-0.0125,-0.2635,-0.251,0.138,0.1195,-0.257,0.0745,0.132,0.0115,-0.099,-0.255,-0.192,-0.295,-0.081,-0.026
28.025,-0.0075,-0.246,-0.239,0.1265,0.116,-0.2425,0.071,0.1305,0.009,-0.1,-0.256,-0.1945,-0.2965,-0.0715,-0.016
28.026,-0.02,-0.2425,-0.2225,0.131,0.1015,-0.2325,0.073,0.13,0.0095,-0.099,-0.2555,-0.1965,-0.299,-0.0645,0.0015
28.027,-0.048,-0.257,-0.209,0.152,0.081,-0.233,0.0705,0.1325,0.013,-0.094,-0.25,-0.191,-0.298,-0.0765,0.0055
28.028,-0.048,-0.2815,-0.2335,0.1645,0.093,-0.2575,0.062,0.1255,0.0055,-0.098,-0.2545,-0.197,-0.299,-0.0885,0.0025
28.029,-0.039,-0.2775,-0.239,0.158,0.1005,-0.258,0.0595,0.117,-0.002,-0.1035,-0.2625,-0.204,-0.2975,-0.0835,0.017
28.03,-0.056,-0.2705,-0.2145,0.163,0.0795,-0.2425,0.0675,0.122,0.003,-0.098,-0.256,-0.197,-0.2955,-0.085,0.024
28.031,-0.056,-0.2815,-0.225,0.1685,0.085,-0.2535,0.076,0.138,0.0155,-0.0875,-0.245,-0.187,-0.2955,-0.0815,0.0285
28.032,-0.041,-0.279,-0.238,0.1595,0.099,-0.2585,0.077,0.137,0.0165,-0.0835,-0.2415,-0.1835,-0.2955,-0.079,0.0205
28.033,0.016,-0.2765,-0.2925,0.13,0.1545,-0.2845,0.0555,0.1145,-0.004,-0.1035,-0.2615,-0.203,-0.2915,-0.075,0.036
28.034,0.036,-0.284,-0.32,0.1235,0.1785,-0.302,0.0435,0.103,-0.015,-0.1125,-0.272,-0.212,-0.2875,-0.076,0.056
28.035,-0.0085,-0.2745,-0.266,0.1415,0.129,-0.27,0.059,0.115,-0.002,-0.0955,-0.255,-0.1945,-0.289,-0.0625,0.042
28.036,-0.033,-0.2725,-0.2395,0.1525,0.1035,-0.256,0.0675,0.1245,0.005,-0.0895,-0.2495,-0.1905,-0.2895,-0.0615,0.0555
28.037,-0.0405,-0.279,-0.238,0.1595,0.099,-0.2585,0.0715,0.122,0.004,-0.094,-0.2525,-0.1945,-0.2915,-0.0865,0.0475
28.038,-0.0305,-0.283,-0.252,0.1565,0.111,-0.2675,0.0775,0.1295,0.0115,-0.0865,-0.2455,-0.1865,-0.2915,-0.0985,0.0215
28.039,-0.0275,-0.2885,-0.2615,0.1575,0.1175,-0.275,0.0785,0.13,0.014,-0.085,-0.2435,-0.184,-0.291,-0.105,0.006
28.04,-0.0225,-0.2805,-0.258,0.1515,0.118,-0.269,0.0705,0.122,0.0085,-0.092,-0.2495,-0.19,-0.2925,-0.107,-0.011
28.041,-0.017,-0.2685,-0.2515,0.142,0.1175,-0.26,0.067,0.1195,0.0055,-0.0945,-0.25,-0.191,-0.2905,-0.105,-0.0095
28.042,-0.0225,-0.265,-0.243,0.1435,0.1105,-0.254,0.0645,0.1165,0.005,-0.0965,-0.251,-0.1915,-0.292,-0.095,-0.006
28.043,-0.0315,-0.267,-0.2355,0.149,0.1025,-0.251,0.061,0.109,0.002,-0.0995,-0.253,-0.1955,-0.2945,-0.078,-0.015
28.044,-0.0365,-0.274,-0.2375,0.155,0.1005,-0.256,0.0575,0.1,-0.004,-0.107,-0.2585,-0.2005,-0.2935,-0.069,-0.0135
28.045,-0.0405,-0.2925,-0.2525,0.1665,0.1065,-0.2725,0.056,0.109,-0.003,-0.1065,-0.2585,-0.2,-0.293,-0.068,-0.003
28.046,-0.0365,-0.288,-0.2515,0.162,0.1075,-0.27,0.056,0.1075,-0.0025,-0.105,-0.256,-0.1965,-0.2915,-0.062,0.0025
28.047,-0.0105,-0.2675,-0.2565,0.1385,0.123,-0.262,0.0585,0.105,-0.001,-0.099,-0.249,-0.1905,-0.291,-0.0615,0.002
28.048,0.008,-0.256,-0.2635,0.124,0.136,-0.2595,0.0695,0.1165,0.0075,-0.0895,-0.237,-0.18,-0.2915,-0.0745,0.007
28.049,0.0085,-0.244,-0.252,0.1175,0.1305,-0.248,0.069,0.114,0.0085,-0.088,-0.2355,-0.1765,-0.291,-0.072,0.0085
28.05,0.011,-0.231,-0.2415,0.1095,0.1265,-0.236,0.067,0.11,0.005,-0.089,-0.235,-0.176,-0.29,-0.0765,0.001
28.051,-0.019,-0.2405,-0.2215,0.1295,0.1015,-0.231,0.068,0.114,0.01,-0.083,-0.2295,-0.1705,-0.2875,-0.0845,0.0045
28.052,-0.0635,-0.271,-0.2075,0.167,0.0725,-0.2395,0.0555,0.106,0.0005,-0.0895,-0.2365,-0.1755,-0.286,-0.0655,0.0065
28.053,-0.0485,-0.2915,-0.2435,0.17,0.098,-0.2675,0.0425,0.09,-0.017,-0.1055,-0.252,-0.192,-0.284,-0.07,0.0015
28.054,-0.0395,-0.296,-0.256,0.1675,0.1085,-0.276,0.0375,0.084,-0.0245,-0.112,-0.2575,-0.199,-0.2835,-0.073,0.0005
28.055,-0.0535,-0.278,-0.225,0.1655,0.086,-0.2515,0.04,0.0835,-0.0215,-0.1095,-0.255,-0.1945,-0.2825,-0.055,0.01
28.056,-0.0395,-0.2705,-0.2305,0.1545,0.0955,-0.2505,0.0465,0.0885,-0.0155,-0.104,-0.248,-0.1875,-0.2815,-0.064,0.006
28.057,-0.029,-0.2865,-0.2575,0.1575,0.1145,-0.272,0.0535,0.0965,-0.0085,-0.0975,-0.24,-0.18,-0.2825,-0.0825,-0.002
28.058,-0.01,-0.2665,-0.2565,0.138,0.1235,-0.2615,0.059,0.1015,-0.0025,-0.0925,-0.2365,-0.1745,-0.2825,-0.0835,-0.002
28.059,-0.0045,-0.2405,-0.236,0.1225,0.116,-0.238,0.058,0.1,-0.006,-0.096,-0.237,-0.176,-0.282,-0.0805,-0.0065
28.06,-0.0315,-0.2755,-0.244,0.1535,0.1065,-0.26,0.0585,0.098,-0.006,-0.098,-0.237,-0.175,-0.2825,-0.0905,-0.0055
28.061,-0.059,-0.29,-0.2315,0.174,0.0865,-0.2605,0.065,0.1015,-0.0015,-0.0935,-0.232,-0.1705,-0.2845,-0.086,-0.0065
28.062,-0.0565,-0.2735,-0.217,0.1645,0.0805,-0.2455,0.0595,0.098,-0.0065,-0.099,-0.2365,-0.1735,-0.285,-0.081,-0.0065
28.063,-0.0325,-0.2675,-0.235,0.1495,0.1015,-0.2515,0.0405,0.079,-0.025,-0.118,-0.256,-0.1915,-0.2875,-0.0815,-0.0055
28.064,-0.022,-0.2665,-0.2445,0.144,0.1115,-0.2555,0.037,0.075,-0.029,-0.12,-0.2555,-0.1915,-0.2875,-0.073,-0.009
28.065,-0.015,-0.2625,-0.2475,0.139,0.116,-0.255,0.0385,0.077,-0.028,-0.1175,-0.252,-0.1885,-0.289,-0.0695,0.0
28.066,-0.013,-0.248,-0.2345,0.1305,0.111,-0.241,0.0305,0.0675,-0.0375,-0.1265,-0.2605,-0.1975,-0.2885,-0.0555,0.0125
28.067,-0.025,-0.249,-0.224,0.1365,0.0995,-0.2365,0.0335,0.069,-0.037,-0.122,-0.257,-0.1925,-0.2855,-0.051,0.0195
28.068,-0.036,-0.251,-0.2155,0.1435,0.09,-0.2335,0.0415,0.074,-0.0305,-0.116,-0.249,-0.186,-0.286,-0.0575,0.009
28.069,-0.0375,-0.244,-0.2065,0.1405,0.085,-0.2255,0.045,0.0775,-0.026,-0.1115,-0.245,-0.1795,-0.286,-0.062,-0.013
28.07,-0.0405,-0.2565,-0.216,0.148,0.088,-0.236,0.051,0.082,-0.0225,-0.107,-0.241,-0.174,-0.2845,-0.0825,-0.0165
28.071,-0.0355,-0.27,-0.2345,0.1525,0.0995,-0.2525,0.053,0.081,-0.0255,-0.1085,-0.2405,-0.1755,-0.286,-0.098,-0.014
28.072,-0.034,-0.2585,-0.2245,0.146,0.0955,-0.2415,0.0465,0.074,-0.0305,-0.113,-0.244,-0.178,-0.286,-0.0895,-0.0125
28.073,-0.0305,-0.2635,-0.233,0.147,0.1015,-0.2485,0.043,0.068,-0.0335,-0.114,-0.245,-0.179,-0.2825,-0.086,-0.006
28.074,-0.007,-0.2725,-0.2655,0.1395,0.1295,-0.269,0.043,0.065,-0.037,-0.116,-0.247,-0.18,-0.282,-0.079,0.003
28.075,0.0005,-0.27,-0.27,0.1345,0.1355,-0.27,0.0445,0.065,-0.0355,-0.1165,-0.248,-0.179,-0.2795,-0.09,0.009
28.076,-0.0165,-0.2715,-0.255,0.144,0.1195,-0.263,0.0535,0.0735,-0.028,-0.107,-0.237,-0.168,-0.278,-0.1035,0.0075
28.077,-0.0175,-0.2715,-0.254,0.1445,0.1185,-0.263,0.0605,0.078,-0.0225,-0.1025,-0.2295,-0.1615,-0.282,-0.0805,0.017
28.078,-0.0105,-0.2745,-0.2635,0.142,0.127,-0.269,0.056,0.076,-0.0225,-0.1025,-0.23,-0.162,-0.284,-0.086,0.0285
28.079,-0.03,-0.27,-0.2395,0.1495,0.105,-0.2545,0.055,0.0775,-0.023,-0.101,-0.228,-0.1595,-0.2825,-0.096,0.028
28.08,-0.0335,-0.266,-0.232,0.1495,0.0995,-0.249,0.0525,0.0685,-0.027,-0.105,-0.231,-0.1615,-0.2785,-0.0825,0.0315
28.081,-0.007,-0.2795,-0.2725,0.143,0.133,-0.276,0.041,0.057,-0.037,-0.113,-0.2395,-0.1695,-0.2785,-0.084,0.028
28.082,-0.0025,-0.2935,-0.291,0.1475,0.1445,-0.292,0.038,0.055,-0.038,-0.115,-0.2395,-0.1695,-0.2815,-0.0855,0.026
28.083,-0.01,-0.292,-0.2825,0.151,0.1365,-0.287,0.038,0.054,-0.038,-0.113,-0.2365,-0.1675,-0.2825,-0.078,0.0265
28.084,-0.009,-0.264,-0.2555,0.136,0.1235,-0.2595,0.031,0.046,-0.045,-0.1205,-0.243,-0.1715,-0.279,-0.0615,0.021
28.085,-0.0135,-0.2535,-0.24,0.1335,0.1135,-0.247,0.0295,0.047,-0.044,-0.118,-0.24,-0.1675,-0.277,-0.0615,0.0165
28.086,-0.012,-0.2695,-0.2575,0.1405,0.123,-0.2635,0.037,0.0565,-0.033,-0.1055,-0.2275,-0.157,-0.277,-0.0815,0.004
28.087,-0.037,-0.252,-0.2155,0.1445,0.0895,-0.234,0.04,0.0575,-0.0305,-0.1015,-0.2215,-0.152,-0.2755,-0.07,-0.013
28.088,-0.05,-0.2465,-0.1965,0.148,0.0735,-0.2215,0.031,0.0475,-0.0425,-0.1115,-0.231,-0.1615,-0.2745,-0.067,-0.0155
28.089,-0.034,-0.25,-0.216,0.142,0.091,-0.233,0.017,0.034,-0.0565,-0.1255,-0.2445,-0.178,-0.274,-0.0785,-0.008
28.09,-0.029,-0.2525,-0.2235,0.1405,0.0975,-0.238,0.0175,0.032,-0.0585,-0.1265,-0.2455,-0.1785,-0.272,-0.086,-0.007
28.091,-0.0215,-0.2655,-0.2445,0.1435,0.112,-0.255,0.021,0.0355,-0.057,-0.1225,-0.2415,-0.172,-0.2705,-0.087,-0.007
28.092,-0.0425,-0.267,-0.2245,0.1545,0.091,-0.2455,0.0275,0.043,-0.0505,-0.114,-0.2315,-0.163,-0.2705,-0.0715,-0.0015
28.093,-0.0595,-0.2625,-0.203,0.161,0.072,-0.2325,0.038,0.0495,-0.042,-0.106,-0.2225,-0.154,-0.2695,-0.0715,0.004
28.094,-0.0585,-0.2595,-0.201,0.159,0.0715,-0.2305,0.037,0.0475,-0.0415,-0.106,-0.2235,-0.155,-0.2685,-0.0775,-0.0045
28.095,-0.0385,-0.2625,-0.224,0.15,0.093,-0.2435,0.032,0.0435,-0.0485,-0.1115,-0.229,-0.161,-0.2675,-0.079,-0.0105
28.096,-0.0335,-0.264,-0.2305,0.1485,0.0985,-0.2475,0.0365,0.047,-0.0455,-0.108,-0.225,-0.1565,-0.267,-0.0865,-0.005
28.097,-0.0545,-0.27,-0.216,0.162,0.081,-0.243,0.042,0.053,-0.0385,-0.103,-0.221,-0.151,-0.268,-0.0875,-0.0045
28.098,-0.043,-0.2595,-0.2165,0.151,0.087,-0.238,0.036,0.049,-0.044,-0.1075,-0.2245,-0.1545,-0.269,-0.086,-0.0065
28.099,-0.0285,-0.2435,-0.2155,0.1355,0.0935,-0.2295,0.0305,0.0435,-0.0495,-0.112,-0.229,-0.159,-0.27,-0.0935,-0.018
28.1,-0.025,-0.256,-0.231,0.14,0.1035,-0.2435,0.029,0.036,-0.054,-0.1165,-0.2335,-0.163,-0.271,-0.0905,-0.0295
28.101,-0.0205,-0.2665,-0.246,0.1435,0.113,-0.2565,0.0265,0.031,-0.057,-0.1195,-0.235,-0.1655,-0.2725,-0.0955,-0.0325
28.102,-0.0255,-0.2655,-0.24,0.145,0.1075,-0.253,0.022,0.03,-0.063,-0.124,-0.24,-0.1705,-0.273,-0.103,-0.0265
28.103,-0.0315,-0.259,-0.2275,0.145,0.098,-0.243,0.0155,0.022,-0.07,-0.132,-0.2465,-0.1785,-0.2745,-0.086,-0.018
28.104,-0.034,-0.253,-0.2195,0.1435,0.093,-0.236,0.0195,0.0215,-0.068,-0.13,-0.2445,-0.176,-0.2745,-0.075,-0.005
28.105,-0.0435,-0.261,-0.2175,0.152,0.0875,-0.239,0.028,0.03,-0.0585,-0.1215,-0.238,-0.1695,-0.275,-0.072,0.002
28.106,-0.04,-0.2605,-0.2205,0.15,0.0905,-0.2405,0.0315,0.0325,-0.0535,-0.1175,-0.2325,-0.1655,-0.276,-0.0675,0.001
28.107,-0.041,-0.26,-0.2195,0.15,0.0895,-0.2395,0.0305,0.033,-0.053,-0.1165,-0.23,-0.163,-0.2755,-0.068,0.007
28.108,-0.0395,-0.265,-0.2255,0.152,0.093,-0.2455,0.03,0.03,-0.055,-0.117,-0.23,-0.1635,-0.275,-0.0755,0.0095
28.109,-0.0225,-0.2375,-0.215,0.13,0.0965,-0.2265,0.024,0.021,-0.065,-0.125,-0.239,-0.172,-0.2755,-0.0635,0.0085
28.11,-0.015,-0.2255,-0.2105,0.12,0.098,-0.218,0.0125,0.011,-0.073,-0.1355,-0.2485,-0.1805,-0.273,-0.059,0.008
28.111,-0.0095,-0.2555,-0.246,0.1325,0.1185,-0.251,0.018,0.0145,-0.069,-0.129,-0.244,-0.1745,-0.2705,-0.078,0.013
28.112,-0.0225,-0.271,-0.2485,0.1465,0.113,-0.2595,0.019,0.0175,-0.065,-0.1265,-0.2385,-0.169,-0.272,-0.081,0.0145
28.113,-0.0265,-0.2695,-0.243,0.1475,0.1085,-0.2565,0.0175,0.0205,-0.061,-0.1245,-0.235,-0.165,-0.2685,-0.086,0.02
28.114,-0.018,-0.2665,-0.2485,0.142,0.1155,-0.2575,0.0295,0.029,-0.0525,-0.113,-0.225,-0.156,-0.2655,-0.0835,0.027
28.115,-0.012,-0.246,-0.234,0.129,0.111,-0.24,0.0325,0.0305,-0.048,-0.1085,-0.219,-0.148,-0.2655,-0.0675,0.0155
28.116,-0.002,-0.233,-0.231,0.1175,0.1145,-0.232,0.033,0.03,-0.047,-0.11,-0.2195,-0.147,-0.2655,-0.0685,0.0145
28.117,-0.011,-0.242,-0.231,0.1265,0.11,-0.2365,0.03,0.0285,-0.051,-0.1155,-0.2225,-0.1515,-0.2665,-0.0695,0.026
28.118,-0.022,-0.258,-0.236,0.14,0.1075,-0.247,0.028,0.028,-0.05,-0.112,-0.2215,-0.1505,-0.2665,-0.0655,0.031
28.119,-0.0345,-0.2845,-0.25,0.1595,0.108,-0.267,0.03,0.029,-0.047,-0.109,-0.22,-0.1485,-0.2645,-0.0735,0.037
28.12,-0.0395,-0.2885,-0.249,0.164,0.105,-0.2685,0.025,0.0265,-0.0495,-0.1105,-0.2225,-0.1515,-0.263,-0.076,0.0445
28.121,-0.0355,-0.275,-0.2395,0.155,0.1025,-0.2575,0.025,0.026,-0.0465,-0.111,-0.2245,-0.151,-0.2625,-0.0645,0.0495
28.122,-0.0375,-0.264,-0.2265,0.1505,0.0945,-0.245,0.0235,0.0225,-0.049,-0.1155,-0.226,-0.1505,-0.2635,-0.0575,0.0515
28.123,-0.035,-0.2685,-0.233,0.1515,0.0995,-0.2505,0.0185,0.0195,-0.054,-0.117,-0.229,-0.155,-0.2645,-0.0655,0.048
28.124,-0.031,-0.2735,-0.2425,0.152,0.106,-0.258,0.023,0.0205,-0.0535,-0.117,-0.229,-0.154,-0.2635,-0.078,0.033
28.125,-0.0295,-0.264,-0.2345,0.1465,0.103,-0.249,0.0245,0.0215,-0.053,-0.1165,-0.227,-0.1515,-0.2625,-0.073,0.0305
28.126,-0.03,-0.2595,-0.2295,0.1445,0.1,-0.2445,0.0225,0.026,-0.047,-0.111,-0.2235,-0.151,-0.2665,-0.064,0.039
28.127,-0.0375,-0.2465,-0.209,0.142,0.086,-0.228,0.0235,0.0275,-0.0445,-0.108,-0.2205,-0.149,-0.267,-0.062,0.0385
28.128,-0.032,-0.2495,-0.2175,0.1405,0.093,-0.2335,0.0245,0.026,-0.0445,-0.107,-0.22,-0.1465,-0.2675,-0.0495,0.039
28.129,-0.029,-0.2735,-0.2445,0.151,0.108,-0.259,0.025,0.0255,-0.049,-0.109,-0.2235,-0.15,-0.266,-0.0575,0.044
28.13,-0.0565,-0.2865,-0.23,0.171,0.087,-0.2585,0.0275,0.027,-0.0475,-0.107,-0.2225,-0.1485,-0.2645,-0.0705,0.0435
28.131,-0.0795,-0.2685,-0.1895,0.1735,0.055,-0.229,0.032,0.0315,-0.0425,-0.1015,-0.2155,-0.144,-0.266,-0.051,0.0325
28.132,-0.067,-0.254,-0.1875,0.1605,0.0605,-0.221,0.03,0.0275,-0.0455,-0.102,-0.2165,-0.145,-0.2645,-0.056,0.0195
28.133,-0.035,-0.268,-0.233,0.1515,0.099,-0.2505,0.0295,0.0255,-0.047,-0.1035,-0.2175,-0.1465,-0.266,-0.074,0.0195
28.134,-0.021,-0.2615,-0.2405,0.141,0.11,-0.251,0.028,0.0205,-0.0505,-0.1075,-0.222,-0.153,-0.2665,-0.072,0.0195
28.135,-0.007,-0.2445,-0.2375,0.1255,0.1155,-0.2415,0.0265,0.0175,-0.0505,-0.108,-0.224,-0.154,-0.2665,-0.0755,0.017
28.136,-0.01,-0.237,-0.227,0.1235,0.109,-0.232,0.0355,0.0265,-0.0455,-0.101,-0.2165,-0.147,-0.2685,-0.0745,0.021
28.137,-0.0275,-0.246,-0.218,0.1365,0.0955,-0.232,0.041,0.0295,-0.0425,-0.0995,-0.215,-0.145,-0.2695,-0.073,0.0275
28.138,-0.0445,-0.265,-0.2205,0.1545,0.088,-0.2425,0.04,0.0305,-0.0435,-0.1,-0.2145,-0.1435,-0.2675,-0.0695,0.0345
28.139,-0.07,-0.2765,-0.207,0.173,0.069,-0.2415,0.0365,0.0295,-0.045,-0.1,-0.2135,-0.1435,-0.265,-0.0705,0.036
28.14,-0.077,-0.2835,-0.2065,0.18,0.065,-0.245,0.024,0.0185,-0.055,-0.11,-0.222,-0.1525,-0.2635,-0.0735,0.028
28.141,-0.0735,-0.2835,-0.2105,0.1785,0.0685,-0.247,0.013,0.0085,-0.0665,-0.122,-0.234,-0.1635,-0.2635,-0.0605,0.0245
28.142,-0.0115,-0.278,-0.267,0.1445,0.128,-0.2725,-0.0055,-0.0095,-0.0835,-0.141,-0.2535,-0.1825,-0.2665,-0.0535,0.043
28.143,0.032,-0.268,-0.3,0.118,0.166,-0.284,-0.017,-0.0225,-0.097,-0.153,-0.2655,-0.1945,-0.269,-0.058,0.0395
28.144,0.0005,-0.2625,-0.263,0.1305,0.132,-0.263,-0.003,-0.012,-0.0855,-0.142,-0.2545,-0.183,-0.2685,-0.0755,0.0235
28.145,-0.027,-0.264,-0.237,0.1455,0.1055,-0.251,0.0105,0.001,-0.0705,-0.128,-0.2405,-0.169,-0.268,-0.0885,0.0325
28.146,-0.036,-0.2595,-0.2235,0.1475,0.094,-0.2415,0.009,0.004,-0.0675,-0.1225,-0.2355,-0.163,-0.2635,-0.072,0.035
28.147,-0.019,-0.2385,-0.2195,0.1285,0.1005,-0.229,0.006,0.0025,-0.0675,-0.1215,-0.234,-0.1615,-0.2555,-0.056,0.033
28.148,-0.016,-0.2335,-0.2175,0.1245,0.101,-0.2255,0.012,0.0085,-0.0625,-0.118,-0.2285,-0.1565,-0.262,-0.063,0.0245
28.149,-0.022,-0.2315,-0.21,0.1265,0.0945,-0.221,0.012,0.007,-0.0655,-0.1205,-0.232,-0.159,-0.272,-0.07,0.0155
28.15,-0.033,-0.2365,-0.203,0.1345,0.085,-0.22,0.016,0.0055,-0.065,-0.1195,-0.232,-0.1605,-0.2675,-0.068,0.0165
