I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.063,0.073,0.01,-0.068,0.024,0.039,-0.122,-0.083,0.083,0.224,0.171,0.161
0.063,0.068,0.005,-0.063,0.029,0.034,-0.117,-0.068,0.078,0.21,0.161,0.151
0.054,0.059,0.005,-0.054,0.024,0.029,-0.112,-0.063,0.078,0.2,0.166,0.142
0.054,0.059,0.005,-0.054,0.024,0.029,-0.098,-0.049,0.083,0.195,0.161,0.132
0.059,0.068,0.01,-0.063,0.024,0.039,-0.098,-0.039,0.088,0.185,0.151,0.122
0.059,0.068,0.01,-0.063,0.024,0.039,-0.098,-0.034,0.093,0.171,0.142,0.107
0.044,0.059,0.015,-0.049,0.015,0.034,-0.107,-0.039,0.078,0.166,0.117,0.112
0.034,0.054,0.02,-0.044,0.005,0.034,-0.117,-0.044,0.083,0.151,0.117,0.107
0.034,0.054,0.02,-0.044,0.005,0.034,-0.117,-0.054,0.078,0.137,0.102,0.102
0.034,0.049,0.015,-0.039,0.01,0.029,-0.122,-0.068,0.078,0.132,0.098,0.088
0.044,0.044,0.0,-0.044,0.02,0.02,-0.142,-0.083,0.078,0.122,0.088,0.083
0.039,0.034,-0.005,-0.034,0.02,0.015,-0.142,-0.083,0.073,0.122,0.078,0.078
0.034,0.034,0.0,-0.034,0.015,0.015,-0.146,-0.078,0.068,0.102,0.068,0.073
0.034,0.024,-0.01,-0.029,0.02,0.005,-0.146,-0.078,0.073,0.093,0.063,0.068
0.044,0.029,-0.015,-0.034,0.029,0.005,-0.146,-0.078,0.063,0.083,0.044,0.059
0.044,0.034,-0.01,-0.039,0.024,0.01,-0.137,-0.068,0.063,0.073,0.039,0.059
0.044,0.034,-0.01,-0.039,0.024,0.01,-0.137,-0.073,0.063,0.073,0.034,0.044
0.039,0.029,-0.01,-0.034,0.024,0.01,-0.146,-0.073,0.063,0.068,0.02,0.024
0.029,0.01,-0.02,-0.02,0.024,-0.005,-0.156,-0.073,0.059,0.049,0.015,0.024
0.02,0.005,-0.015,-0.01,0.015,-0.005,-0.151,-0.059,0.068,0.044,0.015,0.02
0.015,0.005,-0.01,-0.01,0.01,-0.005,-0.127,-0.044,0.059,0.044,0.015,0.02
0.01,0.005,-0.005,-0.005,0.005,0.0,-0.127,-0.044,0.054,0.039,0.01,0.02
0.005,0.015,0.01,-0.01,-0.005,0.01,-0.137,-0.063,0.049,0.02,-0.015,0.005
0.0,0.0,0.0,0.0,0.0,0.0,-0.132,-0.063,0.044,0.005,-0.024,0.0
0.005,0.0,-0.005,0.0,0.005,-0.005,-0.132,-0.063,0.039,-0.005,-0.034,-0.01
0.01,0.01,0.0,-0.01,0.005,0.005,-0.132,-0.063,0.039,-0.015,-0.044,-0.015
0.0,-0.005,-0.005,0.005,0.0,-0.005,-0.127,-0.044,0.029,-0.024,-0.054,-0.015
0.0,-0.005,-0.005,0.005,0.0,-0.005,-0.117,-0.054,0.029,-0.024,-0.054,-0.024
-0.01,-0.005,0.005,0.01,-0.01,0.0,-0.117,-0.063,0.029,-0.024,-0.059,-0.029
-0.01,-0.005,0.005,0.01,-0.01,0.0,-0.112,-0.054,0.024,-0.024,-0.063,-0.034
-0.015,-0.015,0.0,0.015,-0.01,-0.01,-0.098,-0.044,0.029,-0.024,-0.059,-0.034
-0.015,-0.015,0.0,0.015,-0.01,-0.01,-0.093,-0.049,0.015,-0.034,-0.063,-0.034
-0.02,-0.015,0.005,0.02,-0.015,-0.005,-0.088,-0.049,0.015,-0.039,-0.068,-0.02
-0.029,-0.024,0.005,0.029,-0.02,-0.01,-0.083,-0.049,0.02,-0.044,-0.068,-0.02
-0.029,-0.02,0.01,0.024,-0.02,-0.005,-0.073,-0.054,0.0,-0.063,-0.078,-0.039
-0.024,-0.015,0.01,0.02,-0.02,-0.005,-0.073,-0.054,-0.005,-0.083,-0.093,-0.044
-0.02,-0.005,0.015,0.015,-0.02,0.005,-0.073,-0.054,-0.005,-0.083,-0.102,-0.049
-0.015,0.0,0.015,0.01,-0.015,0.005,-0.063,-0.039,0.005,-0.083,-0.102,-0.034
-0.024,-0.005,0.02,0.015,-0.024,0.005,-0.054,-0.039,-0.005,-0.083,-0.098,-0.049
-0.029,-0.01,0.02,0.02,-0.024,0.005,-0.049,-0.039,-0.005,-0.088,-0.098,-0.054
-0.029,-0.039,-0.01,0.034,-0.01,-0.024,-0.044,-0.039,-0.005,-0.088,-0.098,-0.044
-0.029,-0.044,-0.015,0.039,-0.01,-0.029,-0.044,-0.034,-0.015,-0.083,-0.107,-0.049
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,-0.054,-0.039,-0.005,-0.093,-0.107,-0.059
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,-0.044,-0.039,-0.015,-0.088,-0.107,-0.063
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,-0.044,-0.039,-0.015,-0.088,-0.112,-0.063
-0.015,-0.029,-0.015,0.024,0.0,-0.024,-0.044,-0.039,-0.015,-0.088,-0.112,-0.063
-0.029,-0.029,0.0,0.029,-0.015,-0.015,-0.039,-0.024,-0.015,-0.088,-0.112,-0.063
-0.029,-0.039,-0.01,0.034,-0.01,-0.024,-0.029,-0.024,-0.015,-0.098,-0.112,-0.059
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,-0.029,-0.02,-0.015,-0.098,-0.112,-0.059
-0.015,-0.029,-0.015,0.024,0.0,-0.024,-0.029,-0.015,-0.01,-0.098,-0.107,-0.059
-0.029,-0.044,-0.015,0.039,-0.01,-0.029,-0.024,-0.01,0.005,-0.093,-0.107,-0.054
-0.029,-0.044,-0.015,0.039,-0.01,-0.029,-0.015,-0.01,0.005,-0.088,-0.107,-0.049
-0.02,-0.039,-0.02,0.029,0.0,-0.029,-0.005,-0.005,0.005,-0.083,-0.112,-0.049
-0.02,-0.039,-0.02,0.029,0.0,-0.029,0.01,0.0,0.005,-0.063,-0.112,-0.049
-0.01,-0.044,-0.034,0.029,0.01,-0.039,0.0,0.0,-0.005,-0.068,-0.117,-0.059
0.0,-0.02,-0.02,0.01,0.01,-0.02,0.0,-0.005,0.0,-0.073,-0.117,-0.068
0.0,-0.049,-0.049,0.024,0.024,-0.049,0.0,-0.005,0.005,-0.078,-0.112,-0.068
-0.005,-0.049,-0.044,0.029,0.02,-0.049,0.0,0.005,0.015,-0.078,-0.112,-0.054
-0.024,-0.039,-0.015,0.034,-0.005,-0.029,0.01,0.01,0.01,-0.068,-0.112,-0.054
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,0.015,0.015,0.015,-0.068,-0.107,-0.054
-0.029,-0.063,-0.034,0.049,0.0,-0.049,0.02,0.02,0.02,-0.068,-0.102,-0.059
-0.024,-0.063,-0.039,0.044,0.005,-0.054,0.02,0.024,0.024,-0.068,-0.093,-0.059
-0.024,-0.059,-0.034,0.044,0.005,-0.049,0.029,0.034,0.034,-0.054,-0.093,-0.059
-0.024,-0.059,-0.034,0.044,0.005,-0.049,0.029,0.034,0.034,-0.054,-0.093,-0.059
-0.024,-0.059,-0.034,0.044,0.005,-0.049,0.029,0.034,0.034,-0.054,-0.093,-0.059
-0.02,-0.054,-0.034,0.039,0.005,-0.044,0.034,0.034,0.034,-0.049,-0.093,-0.049
-0.02,-0.063,-0.044,0.044,0.01,-0.054,0.044,0.049,0.039,-0.029,-0.073,-0.044
-0.02,-0.059,-0.039,0.039,0.01,-0.049,0.044,0.054,0.049,-0.024,-0.068,-0.044
-0.01,-0.059,-0.049,0.034,0.02,-0.054,0.044,0.054,0.054,-0.029,-0.068,-0.044
-0.01,-0.059,-0.049,0.034,0.02,-0.054,0.044,0.059,0.059,-0.024,-0.068,-0.044
0.0,-0.068,-0.068,0.034,0.034,-0.068,0.054,0.073,0.073,-0.01,-0.049,-0.034
0.0,-0.068,-0.068,0.034,0.034,-0.068,0.059,0.078,0.073,-0.005,-0.049,-0.029
0.0,-0.054,-0.054,0.029,0.024,-0.054,0.068,0.083,0.078,0.01,-0.049,-0.029
0.0,-0.054,-0.054,0.029,0.024,-0.054,0.078,0.083,0.078,0.015,-0.049,-0.029
0.015,-0.063,-0.078,0.024,0.044,-0.073,0.088,0.083,0.078,0.015,-0.034,-0.044
0.005,-0.049,-0.054,0.024,0.029,-0.054,0.093,0.088,0.083,0.015,-0.034,-0.044
-0.01,-0.063,-0.054,0.039,0.02,-0.059,0.098,0.098,0.083,0.015,-0.034,-0.034
-0.02,-0.078,-0.059,0.049,0.02,-0.068,0.107,0.107,0.083,0.02,-0.034,-0.02
-0.015,-0.078,-0.063,0.049,0.024,-0.073,0.122,0.112,0.088,0.02,-0.02,-0.01
-0.01,-0.078,-0.068,0.044,0.029,-0.073,0.137,0.122,0.093,0.024,-0.02,-0.015
-0.005,-0.078,-0.073,0.044,0.034,-0.078,0.151,0.127,0.098,0.029,-0.015,-0.02
0.015,-0.054,-0.068,0.02,0.039,-0.063,0.166,0.132,0.102,0.029,-0.015,-0.024
0.015,-0.044,-0.059,0.015,0.034,-0.054,0.176,0.142,0.102,0.039,-0.015,-0.015
0.0,-0.059,-0.059,0.029,0.029,-0.059,0.185,0.142,0.107,0.044,-0.015,-0.029
0.0,-0.049,-0.049,0.024,0.024,-0.049,0.185,0.142,0.107,0.049,-0.01,-0.029
0.0,-0.039,-0.039,0.02,0.02,-0.039,0.181,0.137,0.107,0.049,-0.01,-0.029
-0.015,-0.054,-0.039,0.034,0.01,-0.049,0.171,0.127,0.112,0.049,0.0,-0.029
-0.029,-0.078,-0.049,0.054,0.01,-0.063,0.166,0.127,0.107,0.049,0.0,-0.029
-0.005,-0.063,-0.059,0.034,0.024,-0.063,0.161,0.132,0.112,0.054,0.0,-0.024
0.005,-0.063,-0.068,0.029,0.034,-0.068,0.156,0.132,0.122,0.063,0.005,-0.01
-0.005,-0.054,-0.049,0.029,0.02,-0.054,0.137,0.117,0.107,0.054,0.015,-0.01
-0.005,-0.054,-0.049,0.029,0.02,-0.054,0.117,0.102,0.102,0.054,0.015,-0.01
-0.01,-0.044,-0.034,0.029,0.01,-0.039,0.102,0.088,0.102,0.054,0.005,-0.01
-0.01,-0.029,-0.02,0.02,0.005,-0.024,0.088,0.068,0.098,0.054,0.005,-0.01
-0.01,-0.02,-0.01,0.015,0.0,-0.015,0.059,0.054,0.083,0.044,0.005,-0.02
-0.015,-0.015,0.0,0.015,-0.01,-0.01,0.034,0.039,0.078,0.044,0.005,-0.02
-0.034,-0.02,0.015,0.029,-0.024,-0.005,0.015,0.015,0.073,0.044,0.01,-0.015
-0.02,-0.015,0.005,0.02,-0.015,-0.005,-0.005,0.0,0.068,0.044,0.015,-0.015
0.01,-0.005,-0.015,0.0,0.01,-0.01,-0.029,-0.01,0.059,0.044,0.005,-0.005
0.01,-0.01,-0.02,0.0,0.015,-0.015,-0.039,-0.02,0.054,0.039,0.005,-0.005
0.0,-0.024,-0.024,0.015,0.01,-0.024,-0.059,-0.029,0.049,0.034,0.005,-0.01
0.0,-0.02,-0.02,0.01,0.01,-0.02,-0.083,-0.044,0.039,0.02,0.0,-0.015
-0.015,-0.02,-0.005,0.02,-0.005,-0.015,-0.093,-0.073,0.02,0.015,-0.015,-0.02
-0.024,-0.039,-0.015,0.034,-0.005,-0.029,-0.098,-0.073,0.01,0.01,-0.015,-0.029
-0.034,-0.029,0.005,0.034,-0.02,-0.015,-0.102,-0.073,0.0,0.005,-0.015,-0.034
-0.039,-0.029,0.01,0.034,-0.024,-0.01,-0.102,-0.083,-0.01,0.0,-0.024,-0.039
-0.029,-0.02,0.01,0.024,-0.02,-0.005,-0.098,-0.073,0.0,0.0,-0.015,-0.029
-0.024,-0.024,0.0,0.024,-0.015,-0.015,-0.098,-0.073,0.0,0.0,-0.015,-0.029
-0.005,-0.005,0.0,0.005,-0.005,-0.005,-0.098,-0.073,-0.005,-0.005,-0.02,-0.029
0.0,0.0,0.0,0.0,0.0,0.0,-0.088,-0.073,-0.005,-0.005,-0.02,-0.029
-0.02,-0.015,0.005,0.02,-0.015,-0.005,-0.088,-0.054,0.005,0.0,-0.01,-0.02
-0.029,-0.015,0.015,0.024,-0.024,0.0,-0.088,-0.054,0.005,-0.005,-0.02,-0.024
-0.015,-0.015,0.0,0.015,-0.01,-0.01,-0.078,-0.049,0.0,-0.005,-0.02,-0.024
-0.015,-0.015,0.0,0.015,-0.01,-0.01,-0.078,-0.044,0.0,-0.005,-0.02,-0.034
-0.015,-0.005,0.01,0.01,-0.015,0.0,-0.088,-0.049,-0.005,-0.015,-0.02,-0.024
-0.01,-0.005,0.005,0.01,-0.01,0.0,-0.083,-0.068,-0.01,-0.015,-0.02,-0.034
-0.01,-0.01,0.0,0.01,-0.005,-0.005,-0.083,-0.073,-0.015,-0.015,-0.02,-0.034
-0.005,-0.01,-0.005,0.01,0.0,-0.01,-0.088,-0.073,-0.02,-0.015,-0.02,-0.029
0.02,0.0,-0.02,-0.01,0.02,-0.01,-0.083,-0.063,-0.01,-0.015,-0.024,-0.034
0.029,0.02,-0.01,-0.024,0.02,0.005,-0.068,-0.054,-0.01,-0.015,-0.024,-0.024
0.02,0.005,-0.015,-0.01,0.015,-0.005,-0.063,-0.054,-0.01,-0.024,-0.024,-0.024
0.01,0.005,-0.005,-0.005,0.005,0.0,-0.063,-0.049,-0.015,-0.029,-0.024,-0.034
-0.01,-0.01,0.0,0.01,-0.005,-0.005,-0.073,-0.049,-0.015,-0.024,-0.029,-0.044
-0.02,-0.02,0.0,0.02,-0.01,-0.01,-0.068,-0.049,-0.015,-0.024,-0.034,-0.034
-0.015,-0.024,-0.01,0.02,-0.005,-0.02,-0.068,-0.063,-0.02,-0.024,-0.034,-0.034
-0.024,-0.024,0.0,0.024,-0.015,-0.015,-0.063,-0.063,-0.02,-0.02,-0.029,-0.034
-0.034,-0.024,0.01,0.029,-0.024,-0.01,-0.063,-0.039,-0.024,-0.02,-0.029,-0.034
-0.034,-0.029,0.005,0.034,-0.02,-0.015,-0.063,-0.039,-0.024,-0.024,-0.029,-0.034
-0.034,-0.034,0.0,0.034,-0.02,-0.02,-0.068,-0.054,-0.029,-0.039,-0.039,-0.044
-0.034,-0.039,-0.005,0.039,-0.015,-0.024,-0.068,-0.063,-0.034,-0.054,-0.049,-0.054
-0.034,-0.039,-0.005,0.039,-0.015,-0.024,-0.063,-0.054,-0.034,-0.044,-0.039,-0.044
-0.015,-0.029,-0.015,0.024,0.0,-0.024,-0.059,-0.054,-0.034,-0.044,-0.039,-0.044
-0.015,-0.029,-0.015,0.024,0.0,-0.024,-0.054,-0.054,-0.029,-0.044,-0.039,-0.044
-0.015,-0.029,-0.015,0.024,0.0,-0.024,-0.044,-0.054,-0.029,-0.039,-0.034,-0.034
-0.024,-0.015,0.01,0.02,-0.02,-0.005,-0.034,-0.049,-0.02,-0.034,-0.029,-0.029
-0.024,-0.005,0.02,0.015,-0.024,0.005,-0.034,-0.044,-0.015,-0.034,-0.029,-0.024
-0.039,-0.02,0.02,0.029,-0.029,0.0,-0.029,-0.039,-0.015,-0.029,-0.024,-0.024
-0.049,-0.02,0.029,0.034,-0.039,0.005,-0.029,-0.044,-0.01,-0.029,-0.02,-0.024
-0.02,-0.01,0.01,0.015,-0.015,0.0,-0.034,-0.054,-0.015,-0.039,-0.029,-0.029
-0.01,-0.015,-0.005,0.015,-0.005,-0.01,-0.034,-0.044,-0.02,-0.039,-0.034,-0.034
-0.005,-0.024,-0.02,0.015,0.005,-0.024,-0.034,-0.044,-0.024,-0.049,-0.044,-0.039
-0.01,-0.024,-0.015,0.02,0.0,-0.02,-0.029,-0.044,-0.039,-0.049,-0.049,-0.044
-0.01,-0.029,-0.02,0.02,0.005,-0.024,-0.02,-0.034,-0.029,-0.049,-0.039,-0.034
0.0,-0.024,-0.024,0.015,0.01,-0.024,-0.02,-0.034,-0.024,-0.049,-0.044,-0.044
0.02,-0.02,-0.039,0.0,0.029,-0.029,-0.02,-0.034,-0.024,-0.049,-0.049,-0.054
0.0,-0.02,-0.02,0.01,0.01,-0.02,-0.015,-0.034,-0.029,-0.049,-0.049,-0.054
-0.02,-0.024,-0.005,0.024,-0.01,-0.015,0.005,-0.024,-0.02,-0.039,-0.049,-0.049
-0.02,-0.039,-0.02,0.029,0.0,-0.029,0.01,-0.024,-0.024,-0.044,-0.049,-0.049
-0.01,-0.024,-0.015,0.02,0.0,-0.02,0.01,-0.024,-0.024,-0.044,-0.049,-0.049
0.0,-0.024,-0.024,0.015,0.01,-0.024,0.01,-0.024,-0.02,-0.044,-0.049,-0.049
-0.01,-0.039,-0.029,0.024,0.01,-0.034,0.02,-0.01,-0.01,-0.044,-0.049,-0.049
-0.015,-0.044,-0.029,0.029,0.005,-0.039,0.029,-0.01,-0.01,-0.044,-0.049,-0.049
-0.02,-0.049,-0.029,0.034,0.005,-0.039,0.029,-0.015,-0.01,-0.044,-0.049,-0.049
-0.02,-0.063,-0.044,0.044,0.01,-0.054,0.034,-0.02,-0.01,-0.044,-0.049,-0.049
-0.024,-0.063,-0.039,0.044,0.005,-0.054,0.039,-0.005,-0.02,-0.049,-0.044,-0.059
-0.02,-0.063,-0.044,0.044,0.01,-0.054,0.059,-0.015,-0.024,-0.054,-0.049,-0.059
-0.02,-0.073,-0.054,0.049,0.015,-0.063,0.068,-0.015,-0.024,-0.054,-0.049,-0.059
-0.02,-0.073,-0.054,0.049,0.015,-0.063,0.044,-0.01,-0.029,-0.059,-0.049,-0.059
-0.02,-0.044,-0.024,0.034,0.0,-0.034,0.049,-0.005,-0.02,-0.068,-0.049,-0.068
-0.02,-0.063,-0.044,0.044,0.01,-0.054,0.059,0.0,-0.02,-0.068,-0.049,-0.068
-0.024,-0.078,-0.054,0.054,0.015,-0.068,0.073,0.005,-0.024,-0.068,-0.054,-0.068
-0.024,-0.063,-0.039,0.044,0.005,-0.054,0.088,0.01,-0.024,-0.073,-0.054,-0.068
-0.02,-0.073,-0.054,0.049,0.015,-0.063,0.098,-0.005,-0.034,-0.073,-0.054,-0.063
-0.024,-0.088,-0.063,0.059,0.02,-0.078,0.098,-0.005,-0.034,-0.068,-0.054,-0.063
-0.024,-0.073,-0.049,0.049,0.01,-0.063,0.093,-0.005,-0.039,-0.068,-0.054,-0.063
-0.024,-0.063,-0.039,0.044,0.005,-0.054,0.093,-0.01,-0.039,-0.068,-0.059,-0.063
-0.024,-0.068,-0.044,0.049,0.01,-0.059,0.083,-0.01,-0.024,-0.068,-0.059,-0.059
-0.024,-0.068,-0.044,0.049,0.01,-0.059,0.068,-0.01,-0.024,-0.068,-0.059,-0.073
-0.024,-0.059,-0.034,0.044,0.005,-0.049,0.059,-0.02,-0.024,-0.068,-0.059,-0.073
-0.015,-0.049,-0.034,0.034,0.01,-0.044,0.054,-0.01,-0.02,-0.068,-0.059,-0.073
-0.029,-0.059,-0.029,0.044,0.0,-0.044,0.039,-0.015,-0.029,-0.068,-0.059,-0.063
-0.029,-0.059,-0.029,0.044,0.0,-0.044,0.024,-0.024,-0.034,-0.068,-0.059,-0.063
-0.034,-0.063,-0.029,0.049,-0.005,-0.049,0.02,-0.029,-0.034,-0.068,-0.059,-0.054
-0.044,-0.063,-0.02,0.054,-0.015,-0.044,0.02,-0.029,-0.029,-0.068,-0.059,-0.044
-0.029,-0.063,-0.034,0.049,0.0,-0.049,0.024,-0.029,-0.039,-0.068,-0.059,-0.049
-0.024,-0.063,-0.039,0.044,0.005,-0.054,0.024,-0.029,-0.039,-0.063,-0.059,-0.059
-0.029,-0.073,-0.044,0.054,0.005,-0.059,0.02,-0.029,-0.044,-0.063,-0.059,-0.068
-0.024,-0.073,-0.049,0.049,0.01,-0.063,0.02,-0.029,-0.044,-0.073,-0.063,-0.083
-0.005,-0.059,-0.054,0.034,0.024,-0.059,0.005,-0.039,-0.049,-0.078,-0.073,-0.083
0.0,-0.054,-0.054,0.029,0.024,-0.054,0.015,-0.044,-0.044,-0.083,-0.068,-0.073
0.01,-0.049,-0.059,0.02,0.034,-0.054,0.0,-0.049,-0.044,-0.088,-0.068,-0.073
0.015,-0.054,-0.068,0.02,0.039,-0.063,-0.015,-0.059,-0.054,-0.093,-0.078,-0.073
0.0,-0.054,-0.054,0.029,0.024,-0.054,-0.024,-0.068,-0.054,-0.083,-0.073,-0.063
-0.005,-0.054,-0.049,0.029,0.02,-0.054,-0.029,-0.063,-0.049,-0.083,-0.068,-0.063
-0.005,-0.039,-0.034,0.024,0.015,-0.039,-0.034,-0.059,-0.049,-0.083,-0.063,-0.063
-0.005,-0.034,-0.029,0.02,0.01,-0.034,-0.044,-0.059,-0.054,-0.083,-0.059,-0.063
0.01,-0.049,-0.059,0.02,0.034,-0.054,-0.044,-0.059,-0.044,-0.073,-0.059,-0.073
0.0,-0.078,-0.078,0.039,0.039,-0.078,-0.068,-0.078,-0.059,-0.088,-0.068,-0.078
-0.02,-0.078,-0.059,0.049,0.02,-0.068,-0.068,-0.078,-0.068,-0.098,-0.078,-0.088
-0.029,-0.078,-0.049,0.054,0.01,-0.063,-0.068,-0.078,-0.068,-0.098,-0.078,-0.088
-0.039,-0.078,-0.039,0.059,0.0,-0.059,-0.068,-0.078,-0.068,-0.098,-0.078,-0.088
-0.049,-0.078,-0.029,0.063,-0.01,-0.054,-0.068,-0.078,-0.068,-0.098,-0.078,-0.088
-0.034,-0.073,-0.039,0.054,0.0,-0.059,-0.068,-0.078,-0.068,-0.098,-0.068,-0.078
-0.029,-0.068,-0.039,0.049,0.005,-0.054,-0.068,-0.078,-0.068,-0.098,-0.068,-0.078
-0.024,-0.063,-0.039,0.044,0.005,-0.054,-0.068,-0.078,-0.068,-0.098,-0.068,-0.078
-0.02,-0.059,-0.039,0.039,0.01,-0.049,-0.068,-0.078,-0.068,-0.098,-0.068,-0.078
-0.029,-0.059,-0.029,0.044,0.0,-0.044,-0.068,-0.078,-0.059,-0.088,-0.059,-0.068
-0.029,-0.059,-0.029,0.044,0.0,-0.044,-0.068,-0.078,-0.059,-0.088,-0.059,-0.068
-0.029,-0.059,-0.029,0.044,0.0,-0.044,-0.068,-0.078,-0.059,-0.088,-0.059,-0.068
-0.029,-0.059,-0.029,0.044,0.0,-0.044,-0.068,-0.078,-0.059,-0.088,-0.059,-0.068
-0.024,-0.049,-0.024,0.039,0.0,-0.039,-0.059,-0.078,-0.068,-0.088,-0.068,-0.068
-0.02,-0.049,-0.029,0.034,0.005,-0.039,-0.059,-0.078,-0.068,-0.088,-0.068,-0.068
-0.015,-0.049,-0.034,0.034,0.01,-0.044,-0.059,-0.078,-0.068,-0.088,-0.068,-0.068
-0.01,-0.049,-0.039,0.029,0.015,-0.044,-0.059,-0.078,-0.068,-0.088,-0.068,-0.068
-0.015,-0.049,-0.034,0.034,0.01,-0.044,-0.054,-0.068,-0.059,-0.078,-0.054,-0.068
-0.02,-0.049,-0.029,0.034,0.005,-0.039,-0.049,-0.068,-0.059,-0.078,-0.049,-0.068
-0.024,-0.049,-0.024,0.039,0.0,-0.039,-0.044,-0.068,-0.059,-0.078,-0.044,-0.068
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,-0.039,-0.068,-0.059,-0.078,-0.039,-0.068
-0.024,-0.039,-0.015,0.034,-0.005,-0.029,-0.049,-0.059,-0.059,-0.088,-0.049,-0.059
-0.02,-0.039,-0.02,0.029,0.0,-0.029,-0.049,-0.059,-0.059,-0.088,-0.049,-0.059
-0.015,-0.039,-0.024,0.029,0.005,-0.034,-0.049,-0.059,-0.059,-0.088,-0.049,-0.059
-0.01,-0.039,-0.029,0.024,0.01,-0.034,-0.049,-0.059,-0.059,-0.088,-0.049,-0.059
-0.005,-0.039,-0.034,0.024,0.015,-0.039,-0.044,-0.068,-0.049,-0.078,-0.049,-0.068
0.0,-0.039,-0.039,0.02,0.02,-0.039,-0.039,-0.068,-0.049,-0.078,-0.049,-0.068
0.005,-0.039,-0.044,0.02,0.024,-0.044,-0.034,-0.068,-0.049,-0.078,-0.049,-0.068
0.01,-0.039,-0.049,0.015,0.029,-0.044,-0.029,-0.068,-0.049,-0.078,-0.049,-0.068
0.0,-0.049,-0.049,0.024,0.024,-0.049,-0.024,-0.054,-0.039,-0.078,-0.049,-0.059
-0.01,-0.049,-0.039,0.029,0.015,-0.044,-0.02,-0.049,-0.039,-0.078,-0.049,-0.059
-0.02,-0.049,-0.029,0.034,0.005,-0.039,-0.015,-0.044,-0.039,-0.078,-0.049,-0.059
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,-0.01,-0.039,-0.039,-0.078,-0.049,-0.059
-0.024,-0.044,-0.02,0.034,-0.005,-0.034,0.005,-0.039,-0.039,-0.068,-0.039,-0.059
-0.02,-0.039,-0.02,0.029,0.0,-0.029,0.01,-0.039,-0.039,-0.068,-0.039,-0.059
-0.015,-0.034,-0.02,0.024,0.0,-0.029,0.015,-0.039,-0.039,-0.068,-0.039,-0.059
-0.01,-0.029,-0.02,0.02,0.005,-0.024,0.02,-0.039,-0.039,-0.068,-0.039,-0.059
-0.01,-0.034,-0.024,0.024,0.005,-0.029,0.034,-0.034,-0.029,-0.068,-0.039,-0.059
-0.01,-0.039,-0.029,0.024,0.01,-0.034,0.039,-0.029,-0.029,-0.068,-0.039,-0.059
-0.01,-0.044,-0.034,0.029,0.01,-0.039,0.044,-0.024,-0.029,-0.068,-0.039,-0.059
-0.01,-0.049,-0.039,0.029,0.015,-0.044,0.049,-0.02,-0.029,-0.068,-0.039,-0.059
-0.005,-0.044,-0.039,0.024,0.015,-0.044,0.059,-0.01,-0.029,-0.078,-0.039,-0.059
0.0,-0.039,-0.039,0.02,0.02,-0.039,0.059,-0.01,-0.029,-0.078,-0.039,-0.059
0.005,-0.034,-0.039,0.015,0.02,-0.039,0.059,-0.01,-0.029,-0.078,-0.039,-0.059
0.01,-0.029,-0.039,0.01,0.024,-0.034,0.059,-0.01,-0.029,-0.078,-0.039,-0.059
0.0,-0.034,-0.034,0.02,0.015,-0.034,0.039,-0.02,-0.039,-0.078,-0.039,-0.068
-0.01,-0.039,-0.029,0.024,0.01,-0.034,0.029,-0.029,-0.039,-0.078,-0.039,-0.068
-0.02,-0.044,-0.024,0.034,0.0,-0.034,0.02,-0.039,-0.039,-0.078,-0.039,-0.068
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,0.01,-0.049,-0.039,-0.078,-0.039,-0.068
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,0.0,-0.059,-0.049,-0.068,-0.039,-0.059
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,-0.01,-0.059,-0.049,-0.068,-0.039,-0.059
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,-0.02,-0.059,-0.049,-0.068,-0.039,-0.059
-0.029,-0.049,-0.02,0.039,-0.005,-0.034,-0.029,-0.059,-0.049,-0.068,-0.039,-0.059
-0.02,-0.044,-0.024,0.034,0.0,-0.034,-0.024,-0.049,-0.039,-0.059,-0.029,-0.049
-0.02,-0.039,-0.02,0.029,0.0,-0.029,-0.02,-0.049,-0.039,-0.059,-0.029,-0.049
-0.02,-0.034,-0.015,0.029,-0.005,-0.024,-0.015,-0.049,-0.039,-0.059,-0.029,-0.049
-0.02,-0.029,-0.01,0.024,-0.005,-0.02,-0.01,-0.049,-0.039,-0.059,-0.029,-0.049
-0.02,-0.044,-0.024,0.034,0.0,-0.034,-0.02,-0.049,-0.049,-0.063,-0.034,-0.063
-0.02,-0.049,-0.029,0.034,0.005,-0.039,-0.02,-0.049,-0.049,-0.068,-0.039,-0.068
-0.02,-0.054,-0.034,0.039,0.005,-0.044,-0.02,-0.049,-0.049,-0.073,-0.044,-0.073
-0.02,-0.059,-0.039,0.039,0.01,-0.049,-0.02,-0.049,-0.049,-0.078,-0.049,-0.078
