I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.049,-0.034,0.015,0.044,-0.034,-0.01,-0.005,-0.039,-0.054,-0.063,-0.024,-0.034
-0.039,-0.024,0.015,0.034,-0.029,-0.005,-0.01,-0.044,-0.059,-0.059,-0.02,-0.029
-0.054,-0.044,0.01,0.049,-0.034,-0.02,-0.005,-0.044,-0.063,-0.059,-0.024,-0.034
-0.044,-0.049,-0.005,0.049,-0.02,-0.029,-0.005,-0.044,-0.063,-0.049,-0.024,-0.039
-0.039,-0.044,-0.005,0.044,-0.02,-0.024,-0.005,-0.049,-0.068,-0.063,-0.039,-0.039
-0.029,-0.039,-0.01,0.034,-0.01,-0.024,-0.005,-0.049,-0.073,-0.063,-0.039,-0.039
-0.034,-0.044,-0.01,0.039,-0.015,-0.029,0.0,-0.039,-0.073,-0.059,-0.039,-0.034
-0.054,-0.059,-0.005,0.059,-0.024,-0.034,0.0,-0.039,-0.073,-0.059,-0.039,-0.034
-0.044,-0.049,-0.005,0.049,-0.02,-0.029,-0.005,-0.044,-0.078,-0.063,-0.049,-0.044
-0.044,-0.044,0.0,0.044,-0.024,-0.024,-0.01,-0.044,-0.083,-0.068,-0.049,-0.044
-0.029,-0.044,-0.015,0.039,-0.01,-0.029,-0.01,-0.049,-0.088,-0.073,-0.049,-0.044
-0.039,-0.034,0.005,0.039,-0.024,-0.015,-0.015,-0.054,-0.098,-0.078,-0.049,-0.044
-0.044,-0.059,-0.015,0.054,-0.015,-0.039,-0.01,-0.044,-0.093,-0.083,-0.039,-0.044
-0.039,-0.059,-0.02,0.049,-0.01,-0.039,-0.005,-0.044,-0.088,-0.083,-0.039,-0.044
-0.034,-0.054,-0.02,0.044,-0.01,-0.039,0.005,-0.044,-0.078,-0.078,-0.039,-0.044
-0.029,-0.054,-0.024,0.044,-0.005,-0.039,0.01,-0.044,-0.073,-0.078,-0.039,-0.039
-0.049,-0.054,-0.005,0.054,-0.024,-0.029,0.0,-0.054,-0.088,-0.088,-0.044,-0.049
-0.049,-0.059,-0.01,0.054,-0.02,-0.034,0.0,-0.054,-0.088,-0.093,-0.054,-0.054
-0.049,-0.044,0.005,0.049,-0.029,-0.02,0.0,-0.054,-0.088,-0.093,-0.059,-0.054
-0.049,-0.039,0.01,0.044,-0.029,-0.015,0.0,-0.054,-0.088,-0.088,-0.063,-0.054
-0.049,-0.049,0.0,0.049,-0.024,-0.024,0.0,-0.049,-0.083,-0.078,-0.054,-0.044
-0.034,-0.039,-0.005,0.039,-0.015,-0.024,0.01,-0.049,-0.083,-0.078,-0.049,-0.049
-0.034,-0.039,-0.005,0.039,-0.015,-0.024,0.0,-0.044,-0.083,-0.078,-0.044,-0.049
-0.039,-0.044,-0.005,0.044,-0.02,-0.024,0.0,-0.044,-0.083,-0.078,-0.034,-0.049
-0.029,-0.044,-0.015,0.039,-0.01,-0.029,0.01,-0.034,-0.073,-0.063,-0.024,-0.044
-0.034,-0.054,-0.02,0.044,-0.01,-0.039,0.01,-0.039,-0.073,-0.068,-0.029,-0.039
-0.059,-0.068,-0.01,0.063,-0.024,-0.039,0.01,-0.039,-0.073,-0.063,-0.029,-0.029
-0.044,-0.049,-0.005,0.049,-0.02,-0.029,0.01,-0.034,-0.068,-0.049,-0.024,-0.02
-0.039,-0.054,-0.015,0.049,-0.015,-0.034,-0.005,-0.049,-0.073,-0.059,-0.029,-0.034
-0.049,-0.063,-0.015,0.059,-0.02,-0.039,-0.01,-0.054,-0.078,-0.068,-0.034,-0.039
-0.073,-0.073,0.0,0.073,-0.039,-0.039,-0.015,-0.063,-0.083,-0.078,-0.044,-0.044
-0.073,-0.083,-0.01,0.078,-0.034,-0.049,-0.02,-0.068,-0.098,-0.093,-0.054,-0.059
-0.024,-0.059,-0.034,0.044,0.005,-0.049,0.0,-0.029,-0.063,-0.063,-0.034,-0.039
-0.044,-0.039,0.005,0.044,-0.024,-0.02,0.02,-0.015,-0.059,-0.068,-0.054,-0.049
-0.059,-0.049,0.01,0.054,-0.034,-0.02,0.049,0.015,-0.034,-0.068,-0.063,-0.059
-0.068,-0.068,0.0,0.068,-0.034,-0.034,0.088,0.068,-0.005,-0.054,-0.063,-0.059
-0.063,-0.024,0.039,0.044,-0.054,0.005,0.112,0.098,0.024,-0.029,-0.049,-0.039
-0.063,0.0,0.063,0.034,-0.063,0.029,0.102,0.078,0.029,-0.01,-0.034,-0.034
-0.083,-0.02,0.063,0.054,-0.073,0.02,0.083,0.068,0.044,0.029,-0.005,-0.024
-0.102,-0.005,0.098,0.054,-0.102,0.044,0.083,0.098,0.088,0.078,0.024,-0.01
-0.063,0.02,0.083,0.024,-0.073,0.049,0.059,0.102,0.142,0.151,0.078,0.02
0.0,0.029,0.029,-0.015,-0.015,0.029,0.015,0.068,0.181,0.244,0.146,0.063
0.015,0.024,0.01,-0.02,0.0,0.015,-0.015,0.049,0.244,0.346,0.215,0.102
0.034,0.039,0.005,-0.034,0.015,0.02,-0.005,0.083,0.346,0.488,0.288,0.137
0.098,0.093,-0.005,-0.093,0.049,0.044,0.01,0.132,0.473,0.669,0.4,0.21
0.176,0.166,-0.01,-0.171,0.093,0.078,-0.049,0.054,0.542,0.834,0.527,0.298
0.234,0.22,-0.015,-0.224,0.122,0.102,-0.21,-0.132,0.542,0.961,0.63,0.371
0.317,0.312,-0.005,-0.312,0.161,0.151,-0.361,-0.337,0.512,1.078,0.742,0.464
0.381,0.39,0.01,-0.386,0.185,0.2,-0.473,-0.527,0.434,1.157,0.83,0.542
0.371,0.434,0.063,-0.4,0.151,0.249,-0.59,-0.712,0.307,1.161,0.834,0.551
0.376,0.488,0.112,-0.429,0.132,0.298,-0.693,-0.854,0.21,1.152,0.839,0.566
0.405,0.522,0.117,-0.464,0.142,0.317,-0.766,-0.927,0.156,1.142,0.854,0.59
0.381,0.41,0.029,-0.395,0.176,0.22,-0.766,-0.927,0.112,1.044,0.766,0.532
0.312,0.22,-0.093,-0.264,0.2,0.063,-0.732,-0.903,0.024,0.82,0.561,0.386
0.229,0.054,-0.176,-0.142,0.2,-0.063,-0.698,-0.908,-0.122,0.547,0.337,0.224
0.161,-0.078,-0.239,-0.039,0.2,-0.161,-0.683,-0.932,-0.298,0.259,0.132,0.083
0.127,-0.2,-0.327,0.039,0.224,-0.264,-0.659,-0.922,-0.464,-0.044,-0.073,-0.049
0.073,-0.361,-0.434,0.146,0.254,-0.4,-0.6,-0.878,-0.639,-0.366,-0.254,-0.171
0.01,-0.449,-0.459,0.22,0.234,-0.454,-0.547,-0.83,-0.771,-0.595,-0.361,-0.244
-0.024,-0.439,-0.415,0.234,0.195,-0.429,-0.498,-0.752,-0.776,-0.644,-0.371,-0.244
-0.024,-0.395,-0.371,0.21,0.171,-0.386,-0.425,-0.634,-0.664,-0.556,-0.337,-0.234
-0.034,-0.376,-0.342,0.205,0.151,-0.361,-0.361,-0.547,-0.561,-0.478,-0.312,-0.224
-0.063,-0.356,-0.293,0.21,0.112,-0.327,-0.312,-0.488,-0.508,-0.434,-0.303,-0.229
-0.093,-0.322,-0.229,0.21,0.068,-0.278,-0.278,-0.429,-0.464,-0.4,-0.288,-0.22
-0.093,-0.293,-0.2,0.195,0.054,-0.249,-0.234,-0.381,-0.41,-0.337,-0.244,-0.19
-0.063,-0.2,-0.137,0.132,0.034,-0.171,-0.171,-0.303,-0.332,-0.273,-0.185,-0.151
-0.044,-0.127,-0.083,0.088,0.02,-0.107,-0.112,-0.22,-0.268,-0.229,-0.166,-0.137
-0.034,-0.142,-0.107,0.088,0.034,-0.127,-0.073,-0.171,-0.224,-0.205,-0.166,-0.142
-0.005,-0.146,-0.142,0.078,0.068,-0.146,-0.039,-0.102,-0.161,-0.171,-0.137,-0.112
0.005,-0.107,-0.112,0.054,0.059,-0.112,-0.005,-0.049,-0.107,-0.137,-0.102,-0.098
-0.054,-0.127,-0.073,0.093,0.01,-0.102,0.01,-0.024,-0.083,-0.122,-0.107,-0.093
-0.083,-0.142,-0.059,0.112,-0.015,-0.102,0.044,0.01,-0.044,-0.102,-0.078,-0.073
-0.044,-0.112,-0.068,0.078,0.01,-0.093,0.063,0.039,-0.024,-0.078,-0.059,-0.049
-0.044,-0.093,-0.049,0.068,0.0,-0.073,0.054,0.029,-0.034,-0.083,-0.063,-0.054
-0.063,-0.122,-0.059,0.093,-0.005,-0.093,0.044,0.015,-0.054,-0.083,-0.063,-0.054
-0.054,-0.088,-0.034,0.073,-0.01,-0.063,0.039,0.005,-0.063,-0.083,-0.068,-0.059
-0.034,-0.054,-0.02,0.044,-0.01,-0.039,0.039,0.015,-0.054,-0.073,-0.054,-0.049
-0.034,-0.049,-0.015,0.044,-0.01,-0.034,0.044,0.024,-0.044,-0.073,-0.054,-0.049
-0.034,-0.059,-0.024,0.049,-0.005,-0.044,0.049,0.034,-0.034,-0.068,-0.054,-0.049
-0.039,-0.063,-0.024,0.054,-0.01,-0.044,0.054,0.054,-0.01,-0.078,-0.054,-0.044
-0.054,-0.068,-0.015,0.063,-0.02,-0.044,0.054,0.054,-0.01,-0.078,-0.063,-0.049
-0.054,-0.068,-0.015,0.063,-0.02,-0.044,0.059,0.054,-0.01,-0.078,-0.063,-0.049
-0.049,-0.049,0.0,0.049,-0.024,-0.024,0.059,0.054,-0.01,-0.078,-0.063,-0.044
-0.054,-0.063,-0.01,0.059,-0.024,-0.039,0.044,0.044,-0.02,-0.078,-0.068,-0.054
-0.063,-0.068,-0.005,0.068,-0.029,-0.039,0.034,0.029,-0.034,-0.078,-0.063,-0.054
-0.068,-0.068,0.0,0.068,-0.034,-0.034,0.024,0.029,-0.039,-0.078,-0.059,-0.054
-0.063,-0.063,0.0,0.063,-0.034,-0.034,0.039,0.034,-0.039,-0.068,-0.054,-0.039
-0.049,-0.034,0.015,0.044,-0.034,-0.01,0.054,0.059,-0.02,-0.049,-0.039,-0.024
-0.039,-0.02,0.02,0.029,-0.029,0.0,0.068,0.073,-0.005,-0.039,-0.034,-0.024
-0.039,-0.024,0.015,0.034,-0.029,-0.005,0.068,0.073,0.005,-0.049,-0.044,-0.029
-0.024,-0.015,0.01,0.02,-0.02,-0.005,0.059,0.068,0.01,-0.054,-0.044,-0.034
-0.034,-0.034,0.0,0.034,-0.02,-0.02,0.083,0.078,0.01,-0.054,-0.049,-0.049
-0.039,-0.039,0.0,0.039,-0.02,-0.02,0.068,0.078,0.015,-0.054,-0.049,-0.049
-0.049,-0.044,0.005,0.049,-0.029,-0.02,0.068,0.073,0.015,-0.054,-0.039,-0.049
-0.054,-0.054,0.0,0.054,-0.029,-0.029,0.059,0.063,0.0,-0.054,-0.039,-0.049
-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.059,0.049,-0.01,-0.054,-0.044,-0.059
-0.029,-0.015,0.015,0.024,-0.024,0.0,0.059,0.059,-0.01,-0.054,-0.034,-0.049
-0.024,-0.005,0.02,0.015,-0.024,0.005,0.063,0.063,-0.01,-0.049,-0.039,-0.049
-0.02,0.0,0.02,0.01,-0.02,0.01,0.063,0.059,0.0,-0.049,-0.049,-0.049
-0.039,-0.034,0.005,0.039,-0.024,-0.015,0.078,0.073,0.01,-0.034,-0.044,-0.039
-0.049,-0.039,0.01,0.044,-0.029,-0.015,0.083,0.078,0.02,-0.029,-0.034,-0.034
-0.039,-0.039,0.0,0.039,-0.02,-0.02,0.083,0.083,0.024,-0.024,-0.024,-0.029
-0.034,-0.039,-0.005,0.039,-0.015,-0.024,0.083,0.078,0.02,-0.02,-0.015,-0.034
-0.024,-0.034,-0.01,0.029,-0.01,-0.024,0.078,0.078,0.01,-0.024,-0.02,-0.034
-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.073,0.078,0.01,-0.029,-0.024,-0.034
-0.015,-0.01,0.005,0.015,-0.01,-0.005,0.063,0.078,0.01,-0.034,-0.024,-0.029
-0.015,-0.005,0.01,0.01,-0.015,0.0,0.059,0.088,0.01,-0.034,-0.029,-0.029
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.049,0.073,0.0,-0.044,-0.039,-0.039
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.049,0.068,0.0,-0.044,-0.039,-0.044
-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.054,0.068,0.01,-0.044,-0.039,-0.044
-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.063,0.063,0.015,-0.044,-0.044,-0.039
-0.039,-0.049,-0.01,0.044,-0.015,-0.029,0.073,0.068,0.024,-0.034,-0.049,-0.039
-0.044,-0.049,-0.005,0.049,-0.02,-0.029,0.059,0.068,0.024,-0.034,-0.049,-0.044
-0.044,-0.049,-0.005,0.049,-0.02,-0.029,0.059,0.073,0.02,-0.034,-0.049,-0.044
-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.063,0.083,0.02,-0.029,-0.049,-0.044
-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.054,0.078,0.01,-0.039,-0.049,-0.044
-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.054,0.078,0.01,-0.039,-0.044,-0.039
-0.034,-0.015,0.02,0.024,-0.029,0.0,0.059,0.088,0.02,-0.029,-0.034,-0.034
-0.034,-0.024,0.01,0.029,-0.024,-0.01,0.059,0.088,0.024,-0.029,-0.034,-0.034
-0.049,-0.044,0.005,0.049,-0.029,-0.02,0.059,0.093,0.024,-0.024,-0.039,-0.029
-0.049,-0.054,-0.005,0.054,-0.024,-0.029,0.059,0.093,0.024,-0.024,-0.039,-0.029
-0.044,-0.044,0.0,0.044,-0.024,-0.024,0.059,0.093,0.034,-0.024,-0.039,-0.029
-0.039,-0.044,-0.005,0.044,-0.02,-0.024,0.059,0.093,0.024,-0.024,-0.039,-0.029
-0.024,-0.034,-0.01,0.029,-0.01,-0.024,0.059,0.093,0.024,-0.034,-0.034,-0.049
-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.059,0.093,0.024,-0.024,-0.034,-0.039
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.059,0.098,0.024,-0.024,-0.034,-0.039
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.059,0.102,0.029,-0.024,-0.034,-0.039
-0.044,-0.039,0.005,0.044,-0.024,-0.02,0.049,0.098,0.029,-0.034,-0.034,-0.044
-0.044,-0.039,0.005,0.044,-0.024,-0.02,0.049,0.098,0.029,-0.034,-0.039,-0.044
-0.02,-0.034,-0.015,0.029,-0.005,-0.024,0.049,0.107,0.029,-0.024,-0.039,-0.049
-0.02,-0.024,-0.005,0.024,-0.01,-0.015,0.049,0.112,0.029,-0.024,-0.044,-0.054
-0.015,-0.02,-0.005,0.02,-0.005,-0.015,0.054,0.122,0.044,-0.015,-0.034,-0.044
-0.005,-0.015,-0.01,0.01,0.0,-0.015,0.059,0.122,0.049,-0.01,-0.024,-0.039
0.015,-0.01,-0.024,0.0,0.02,-0.02,0.063,0.117,0.054,0.0,-0.015,-0.034
0.024,0.005,-0.02,-0.015,0.02,-0.01,0.063,0.117,0.059,0.005,-0.005,-0.024
0.005,0.0,-0.005,0.0,0.005,-0.005,0.059,0.102,0.054,0.0,-0.02,-0.034
-0.02,-0.01,0.01,0.015,-0.015,0.0,0.059,0.102,0.054,-0.005,-0.02,-0.024
-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.054,0.117,0.059,0.0,-0.015,-0.024
-0.034,-0.044,-0.01,0.039,-0.015,-0.029,0.049,0.127,0.054,-0.005,-0.015,-0.024
-0.015,-0.039,-0.024,0.029,0.005,-0.034,0.059,0.142,0.068,0.005,-0.015,-0.01
-0.01,-0.02,-0.01,0.015,0.0,-0.015,0.059,0.142,0.073,0.01,-0.015,-0.01
-0.01,-0.029,-0.02,0.02,0.005,-0.024,0.054,0.142,0.078,0.015,-0.015,-0.015
-0.01,-0.034,-0.024,0.024,0.005,-0.029,0.054,0.142,0.088,0.02,-0.01,-0.015
0.0,-0.02,-0.02,0.01,0.01,-0.02,0.044,0.132,0.093,0.02,-0.015,-0.029
0.015,-0.005,-0.02,-0.005,0.015,-0.015,0.044,0.132,0.088,0.02,-0.02,-0.024
0.02,0.02,0.0,-0.02,0.01,0.01,0.039,0.132,0.083,0.02,-0.02,-0.039
0.02,0.01,-0.01,-0.015,0.015,0.0,0.039,0.142,0.078,0.024,-0.024,-0.044
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.049,0.151,0.093,0.024,-0.015,-0.034
0.0,-0.01,-0.01,0.005,0.005,-0.01,0.049,0.151,0.093,0.029,-0.015,-0.024
-0.005,-0.015,-0.01,0.01,0.0,-0.015,0.049,0.166,0.107,0.039,-0.005,-0.01
-0.01,-0.02,-0.01,0.015,0.0,-0.015,0.049,0.176,0.117,0.039,-0.005,-0.015
0.01,-0.024,-0.034,0.01,0.02,-0.029,0.039,0.166,0.117,0.029,-0.005,-0.024
0.015,-0.02,-0.034,0.005,0.024,-0.029,0.039,0.166,0.122,0.044,-0.005,-0.02
0.015,-0.02,-0.034,0.005,0.024,-0.029,0.039,0.166,0.127,0.044,0.005,-0.02
0.02,-0.02,-0.039,0.0,0.029,-0.029,0.034,0.166,0.137,0.049,0.005,-0.015
0.039,0.0,-0.039,-0.02,0.039,-0.02,0.044,0.185,0.132,0.063,0.015,-0.015
0.049,0.005,-0.044,-0.024,0.044,-0.02,0.044,0.195,0.137,0.073,0.02,-0.005
0.049,0.024,-0.024,-0.034,0.034,0.0,0.044,0.2,0.146,0.083,0.024,-0.005
0.049,0.029,-0.02,-0.039,0.034,0.005,0.044,0.205,0.161,0.093,0.029,-0.005
0.034,0.005,-0.029,-0.02,0.029,-0.015,0.054,0.22,0.171,0.098,0.024,-0.005
0.02,-0.02,-0.039,0.0,0.029,-0.029,0.054,0.224,0.176,0.098,0.024,-0.005
0.015,-0.024,-0.039,0.005,0.024,-0.034,0.049,0.224,0.185,0.102,0.034,0.0
0.024,-0.005,-0.029,-0.01,0.024,-0.02,0.049,0.234,0.2,0.112,0.039,0.01
0.02,0.01,-0.01,-0.015,0.015,0.0,0.044,0.22,0.205,0.107,0.034,0.005
0.02,0.01,-0.01,-0.015,0.015,0.0,0.029,0.215,0.205,0.117,0.029,0.0
0.024,0.015,-0.01,-0.02,0.015,0.0,0.02,0.22,0.2,0.122,0.034,0.0
0.02,0.02,0.0,-0.02,0.01,0.01,0.015,0.22,0.215,0.137,0.049,0.005
0.044,0.044,0.0,-0.044,0.02,0.02,0.02,0.224,0.234,0.156,0.063,0.02
0.054,0.034,-0.02,-0.044,0.034,0.005,0.015,0.229,0.234,0.171,0.068,0.024
0.063,0.034,-0.029,-0.049,0.044,0.0,0.005,0.239,0.239,0.171,0.073,0.034
0.078,0.034,-0.044,-0.054,0.059,-0.005,0.02,0.254,0.249,0.185,0.088,0.049
0.068,0.049,-0.02,-0.059,0.044,0.015,0.029,0.264,0.268,0.2,0.098,0.039
0.073,0.044,-0.029,-0.059,0.049,0.005,0.024,0.264,0.273,0.2,0.098,0.044
0.054,0.039,-0.015,-0.044,0.034,0.01,0.015,0.268,0.273,0.2,0.098,0.044
0.044,0.039,-0.005,-0.039,0.024,0.015,0.015,0.268,0.283,0.215,0.098,0.049
0.063,0.034,-0.029,-0.049,0.044,0.0,0.015,0.264,0.283,0.215,0.098,0.054
0.063,0.034,-0.029,-0.049,0.044,0.0,0.01,0.259,0.293,0.22,0.102,0.059
0.063,0.034,-0.029,-0.049,0.044,0.0,-0.005,0.259,0.298,0.234,0.117,0.063
0.063,0.034,-0.029,-0.049,0.044,0.0,-0.015,0.254,0.293,0.244,0.122,0.068
0.063,0.044,-0.02,-0.054,0.039,0.01,-0.01,0.259,0.307,0.254,0.132,0.083
0.073,0.044,-0.029,-0.059,0.049,0.005,-0.015,0.249,0.307,0.259,0.132,0.083
0.107,0.063,-0.044,-0.083,0.073,0.01,-0.015,0.254,0.312,0.268,0.142,0.088
0.117,0.093,-0.024,-0.102,0.068,0.034,-0.015,0.259,0.327,0.273,0.146,0.093
0.112,0.093,-0.02,-0.102,0.063,0.034,-0.015,0.264,0.337,0.278,0.166,0.093
0.122,0.098,-0.024,-0.107,0.073,0.034,-0.02,0.264,0.337,0.278,0.171,0.093
0.117,0.098,-0.02,-0.107,0.068,0.039,-0.024,0.264,0.332,0.278,0.171,0.098
0.098,0.098,0.0,-0.098,0.049,0.049,-0.024,0.264,0.332,0.283,0.166,0.102
0.107,0.093,-0.015,-0.098,0.059,0.039,-0.029,0.264,0.322,0.283,0.166,0.093
0.112,0.088,-0.024,-0.098,0.068,0.029,-0.029,0.259,0.322,0.283,0.166,0.093
0.112,0.083,-0.029,-0.098,0.068,0.024,-0.029,0.259,0.322,0.288,0.166,0.093
0.117,0.073,-0.044,-0.093,0.078,0.015,-0.024,0.259,0.317,0.288,0.171,0.098
0.107,0.083,-0.024,-0.093,0.063,0.029,-0.024,0.254,0.327,0.298,0.176,0.107
0.112,0.088,-0.024,-0.098,0.068,0.029,-0.02,0.249,0.327,0.298,0.176,0.112
0.112,0.088,-0.024,-0.098,0.068,0.029,-0.02,0.249,0.317,0.298,0.176,0.112
0.093,0.083,-0.01,-0.088,0.049,0.034,-0.02,0.244,0.317,0.293,0.171,0.107
0.083,0.083,0.0,-0.083,0.039,0.039,-0.029,0.224,0.298,0.278,0.161,0.093
0.088,0.093,0.005,-0.088,0.039,0.049,-0.024,0.22,0.298,0.273,0.161,0.093
0.088,0.093,0.005,-0.088,0.039,0.049,-0.024,0.22,0.288,0.268,0.151,0.093
0.073,0.083,0.01,-0.078,0.029,0.044,-0.024,0.215,0.273,0.259,0.151,0.088
0.073,0.068,-0.005,-0.068,0.039,0.029,-0.01,0.22,0.273,0.254,0.161,0.093
0.073,0.068,-0.005,-0.068,0.039,0.029,-0.005,0.215,0.264,0.254,0.161,0.098
0.083,0.068,-0.015,-0.073,0.049,0.024,0.0,0.2,0.254,0.239,0.156,0.102
0.063,0.068,0.005,-0.063,0.029,0.034,0.0,0.19,0.244,0.224,0.146,0.093
0.063,0.068,0.005,-0.063,0.029,0.034,0.0,0.176,0.229,0.229,0.132,0.093
0.068,0.083,0.015,-0.073,0.024,0.049,0.01,0.171,0.22,0.215,0.127,0.093
0.068,0.083,0.015,-0.073,0.024,0.049,0.01,0.161,0.205,0.2,0.112,0.088
0.059,0.073,0.015,-0.063,0.02,0.044,0.01,0.151,0.19,0.185,0.107,0.083
0.059,0.073,0.015,-0.063,0.02,0.044,0.005,0.161,0.171,0.171,0.098,0.068
0.059,0.073,0.015,-0.063,0.02,0.044,0.01,0.146,0.166,0.161,0.088,0.063
0.054,0.073,0.02,-0.063,0.015,0.044,0.02,0.142,0.146,0.156,0.083,0.059
0.039,0.063,0.024,-0.049,0.005,0.044,0.02,0.132,0.132,0.146,0.068,0.049
0.024,0.068,0.044,-0.044,-0.01,0.054,0.029,0.127,0.117,0.117,0.059,0.039
0.039,0.068,0.029,-0.054,0.005,0.049,0.029,0.127,0.112,0.112,0.059,0.034
0.024,0.073,0.049,-0.049,-0.015,0.059,0.039,0.107,0.098,0.102,0.054,0.029
0.024,0.073,0.049,-0.049,-0.015,0.059,0.029,0.098,0.073,0.093,0.044,0.024
0.02,0.068,0.049,-0.044,-0.015,0.059,0.02,0.088,0.059,0.063,0.029,0.005
0.02,0.059,0.039,-0.039,-0.01,0.049,0.02,0.083,0.059,0.054,0.029,0.005
0.01,0.039,0.029,-0.024,-0.01,0.034,0.02,0.083,0.049,0.054,0.024,0.0
0.0,0.034,0.034,-0.015,-0.02,0.034,0.02,0.073,0.034,0.039,0.0,0.0
-0.01,0.024,0.034,-0.005,-0.024,0.029,0.029,0.059,0.015,0.029,-0.005,-0.01
-0.01,0.024,0.034,-0.005,-0.024,0.029,0.029,0.059,0.01,0.02,0.0,-0.01
-0.01,0.02,0.029,-0.005,-0.02,0.024,0.029,0.054,0.0,0.01,0.0,-0.01
-0.01,0.01,0.02,0.0,-0.015,0.015,0.029,0.049,-0.005,0.01,0.005,-0.005
-0.005,0.015,0.02,-0.005,-0.015,0.015,0.024,0.024,-0.01,0.0,-0.005,-0.01
-0.005,0.02,0.024,-0.005,-0.015,0.02,0.024,0.02,-0.02,-0.01,-0.005,-0.01
-0.01,0.024,0.034,-0.005,-0.024,0.029,0.024,0.015,-0.02,-0.02,-0.01,-0.015
-0.005,0.02,0.024,-0.005,-0.015,0.02,0.029,0.015,-0.02,-0.02,-0.01,-0.015
-0.015,0.01,0.024,0.005,-0.02,0.015,0.039,0.029,-0.015,-0.015,-0.01,-0.005
-0.015,0.005,0.02,0.005,-0.02,0.01,0.039,0.029,-0.02,-0.02,-0.01,-0.005
-0.015,0.0,0.015,0.01,-0.015,0.005,0.039,0.029,-0.024,-0.02,-0.01,-0.005
-0.015,-0.01,0.005,0.015,-0.01,-0.005,0.044,0.02,-0.024,-0.02,-0.01,-0.005
-0.01,0.0,0.01,0.005,-0.01,0.005,0.034,0.02,-0.039,-0.029,-0.024,-0.02
-0.01,0.0,0.01,0.005,-0.01,0.005,0.034,0.034,-0.039,-0.029,-0.029,-0.02
-0.02,-0.005,0.015,0.015,-0.02,0.005,0.034,0.02,-0.039,-0.034,-0.029,-0.02
-0.024,-0.005,0.02,0.015,-0.024,0.005,0.034,0.005,-0.034,-0.039,-0.024,-0.02
-0.024,0.005,0.029,0.01,-0.029,0.015,0.029,0.005,-0.044,-0.054,-0.029,-0.034
-0.024,0.005,0.029,0.01,-0.029,0.015,0.024,0.005,-0.049,-0.054,-0.039,-0.039
-0.02,-0.01,0.01,0.015,-0.015,0.0,0.024,0.005,-0.049,-0.049,-0.044,-0.039
-0.02,0.0,0.02,0.01,-0.02,0.01,0.02,0.005,-0.049,-0.049,-0.049,-0.039
-0.01,0.0,0.01,0.005,-0.01,0.005,0.024,0.005,-0.049,-0.049,-0.044,-0.029
-0.01,-0.01,0.0,0.01,-0.005,-0.005,0.024,0.005,-0.054,-0.054,-0.049,-0.039
-0.005,-0.01,-0.005,0.01,0.0,-0.01,0.029,0.005,-0.059,-0.059,-0.054,-0.039
-0.005,-0.015,-0.01,0.01,0.0,-0.015,0.034,0.005,-0.059,-0.059,-0.054,-0.039
-0.029,-0.01,0.02,0.02,-0.024,0.005,0.034,0.005,-0.044,-0.054,-0.049,-0.039
-0.034,-0.024,0.01,0.029,-0.024,-0.01,0.034,0.005,-0.044,-0.054,-0.049,-0.039
-0.044,-0.024,0.02,0.034,-0.034,-0.005,0.034,0.005,-0.044,-0.054,-0.049,-0.039
-0.044,-0.024,0.02,0.034,-0.034,-0.005,0.034,-0.005,-0.044,-0.054,-0.049,-0.039
-0.034,-0.015,0.02,0.024,-0.029,0.0,0.029,-0.005,-0.054,-0.063,-0.054,-0.039
-0.024,-0.015,0.01,0.02,-0.02,-0.005,0.029,-0.005,-0.054,-0.063,-0.059,-0.049
-0.015,0.0,0.015,0.01,-0.015,0.005,0.029,-0.005,-0.054,-0.063,-0.059,-0.049
-0.01,0.005,0.015,0.005,-0.015,0.01,0.029,0.0,-0.054,-0.063,-0.054,-0.044
0.01,-0.005,-0.015,0.0,0.01,-0.01,0.024,-0.005,-0.054,-0.068,-0.044,-0.039
0.01,-0.005,-0.015,0.0,0.01,-0.01,0.024,-0.005,-0.054,-0.073,-0.044,-0.039
0.0,-0.005,-0.005,0.005,0.0,-0.005,0.02,-0.01,-0.054,-0.078,-0.039,-0.039
-0.015,-0.024,-0.01,0.02,-0.005,-0.02,0.02,-0.01,-0.054,-0.083,-0.039,-0.039
-0.005,-0.044,-0.039,0.024,0.015,-0.044,0.02,0.0,-0.044,-0.073,-0.029,-0.029
0.01,-0.024,-0.034,0.01,0.02,-0.029,0.02,0.005,-0.039,-0.063,-0.024,-0.024
